,Título,Número de registro,Denominação,Classificação,Local de produção,Data de produção,Autor,Material/Técnica,Dimensões - altura,Dimensões - largura,Situação,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - espessura,Dimensões - peso,Resumo descritivo,Condições de reprodução,Mídias relacionadas,ACERVO,URL,TAINACAN_COLECTION_ID
37,,45,Candeia aberta,05 Interiores > 05.4 Objeto de Iluminação,Minas Gerais,Século XVIII/XIX,Não identificada,fundição | metal,"10,5",9,,,,,,"Candeia [aberta] confeccionada em metal (ferro), com estrutura inferior em concha e terminada em bico. Possui meia-alça em curva, com a parte interna denteada para regular a disposição do objeto. Não apresenta haste de sustentação.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
38,,48,Candeia aberta,05 Interiores > 05.4 Objeto de Iluminação,Minas Gerais,Século XVIII/XIX,Não identificada,fundição | metal,"10,5","9,2",,,,,,"Candeia [aberta] confeccionada em metal (ferro), com estrutura inferior circular, tendo terminação em bico. Possui meia alça em chapa lisa fixada ao bojo por dois parafusos de ferro. Não apresenta haste de sustentação.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
39,,49,Candeia aberta,05 Interiores > 05.4 Objeto de Iluminação,Minas Gerais,Século XVIII/XIX,Não identificada,fundição | metal,31,"9,9",,,,,,"Candeia [aberta] confeccionada em metal (ferro), com estrutura inferior em concha rasa. Apresenta haste de sustentação posicionada verticalmente e subdividida em estrutura de chapa com orifício para encaixe da alça e, mais acima, para encaixe de pino com aro onde encontra-se fixada outra haste delgada e retorcida, com terminação em ponta e prolongamento lateral abaulado. Parte central da chapa da haste em estrutura semelhante a uma “folha”.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
40,,50,Candeia fechada,05 Interiores > 05.4 Objeto de Iluminação,[Inglaterra],Século XVIII/XIX,A.C. Wells & C°,fundição | metal,14,"9,5",,,,,,"Candeia [fechada] confeccionada em metal (ferro), com estrutura inferior espessa e cilíndrica terminada em bico abaulado. Superfície do bojo com tampa recortada (fixada por dobradiça) e com sistema de tranca em alça de “borboleta”. Bico com parte interna reforçada por chapa do mesmo metal, aberto na superfície. Apresenta meia-alça em haste curva, tendo, na parte superior, orifício e prolongamento em meio arco invertido. No bojo, circundadas por moldura oval, duas inscrições: “WELLS Nº 29/ UNBREAKABLE/ MINER’S LAMP” e “A.C. WELLS & Cº/ STRENGH.../ DURABILITY”. Não apresenta haste de sustentação.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
41,,51,Candeia aberta,05 Interiores > 05.4 Objeto de Iluminação,Minas Gerais,Século XVIII/XIX,Não identificada,fundição | metal,27,25,,,,,,"Candeia [aberta], de grande porte, confeccionada em metal (ferro), com estrutura inferior circular e rasa (em formato de “prato”), terminada em bico recortado. Meia alça composta por haste curva e denteada na parte interna, fixada por dois parafusos. Não apresenta haste de sustentação.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
42,,52,Cantil,12 Objetos Pessoais > 12.4 Artigo de Viagem/Campanha,Minas Gerais,Século XIX,Não identificada,bambu | corte | entalhe | fundição | metal | osso,,,,,,,,"Cantil, confeccionado em bambu (taboca?), de formato cilíndrico ligeiramente abaulado, com tampa circular em madeira escura circundada por parafusos de metal (ferro) e com orifício na parte central para encaixe de pequena estrutura em osso, esta disposta verticalmente e com extremidade em curva. Não apresenta corrente.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
43,,54,Preguiçeiro,05 Interiores > 05.5 Peça de Mobiliário,Brasil,[entre 1800 e 1850] | Século XIX,Não identificada,entrançado | jacarandá | madeira | marcenaria | palhinha,"84,3",67,,,,,,"Preguiçeiro confeccionado em madeira (jacarandá) e palhinha, de uso diurno, em estilo eclético, com cabeceira e peseira finalizadas em hastes sinuosas e curvadas para dentro. Objeto de estrututura longilínea, composto por assento em palhinha, este sustentado na parte central por trave em madeira, disposta perpendicularmente. Apresenta cabeceira em posição mais elevada que a peseira, cada lado composto por dois travessões de madeira, sendo o superior torneado. Na parte superior das quatro extremidades do móvel, ornamentação arrematada por pescoços delgados e cabeças de cisnes. Peça apoiada sobre quatro pernas, de secção quadrangular, ligeiramente em curva, com os pés voltados para fora.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
44,,55,Máquina de costura,06 Trabalho > 06.5 Equipamento de Fiação/Tecelagem,Alemanha | Hamburgo,Século XIX,Rollack. Schmidt & Cia,fundição | madeira | marcenaria | metal | torneado,"91,5","73,5",,"46,5",,,,"Máquina de costura de pé confeccionada em madeira e metal, com estrutura externa em formato de caixa retangular, tendo sistema de abertura frontal em duas folhas de porta ornadas por dupla de frisos em formato de arco e em madeira mais escura, contendo espelhos de fechadura circulares em metal (sem chave). Apresenta tampo liso com emolduramento em madeira recortada, encimado por máquina de metal e tampa em formato de caixa com abertura feita através de duas dobradiças. Na parte interna inferior objeto, à esquerda, cinco pequenas gavetas dispostas verticalmente, em pinho-de-riga e com puxadores circulares (estando quatro deles quebrados) em madeira torneada. No vão central da parte inferior, engrenagem da máquina composta por cabo de metal com roda vazada, posicionada lateralmente, com ornato interno em volutas, sustentada por semicírculo com ornatos vazados. Da parte central da engrenagem sobressai outro cabo aparafusado e arrematado na parte inferior por estrutura de metal para colocação dos pés, fixada por pequenas estruturas laterais em ponta a uma base de madeira. Apresenta na parte superior caixa de madeira recortada, fixada por duas dobradiças de metal na extremidade esquerda.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
45,,56,Chapeleira para cartola,12 Objetos Pessoais > 12.4 Artigo de Viagem/Campanha,Brasil,Século XIX,Não identificada,costura | couro | fundição | lavrado | madeira | marcenaria | metal | tacheado | tecido,"29,6","84,5",,55,,,,"Chapeleira confeccionada em madeira, couro, metal e tecido. Peça em estrutura de caixa retangular delgada. Apresenta cilindro proeminente na parte central da superfície, forrado de couro escuro e circundado por frisos e seis ornatos florais (um na superfície do cilindro e outros cinco no corpo) em tacheado. Tampa do objeto fixada à estrutura através de duas dobradiças de ferro, com sistema de tranca composto por espelho de fechadura com orifício de encaixe do aro da lingüeta de ferro disposta na tampa. Laterais, parte posterior e parte frontal ornadas por dupla de frisos, moldura retangular delgada com motivos florais na parte interna, todos em tacheado. Parte interna do objeto forrada em tecido marrom claro estampado com motivos florais nos tons bege, preto e marrom.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
46,,57,Chapéu-coco,12 Objetos Pessoais > 12.8 Peça de Indumentária,[França] | Europa,[1913?] | Século XX,Rce/ A.S. & Cia,astracã | corte | costura | curtume | papelão | pele | tecido,"14,4",,,,,,,"Chapéu-coco revestido de pele de astracã (astrakan - pele de cordeiro) em tom preto, confeccionada sobre estrutura de papelão, com parte interna parcialmente forrada em couro. Objeto de copa média, com aba ligeiramente elevada nas laterais, ornada por fita preta arrematada por laço. Parte interna composta por tira de couro costurado sobre tecido (algodão), em tom caramelo, contendo duas abotoaduras em metal dourado, com as inscrições: “A” e “B”, dispostas lado a lado, além da inscrição gravada, na parte interna da tira: “4 OCT 19..3” e etiqueta em papel com a inscrição: “Rce/ A.S. & Cia”.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
47,,58,Cartola,12 Objetos Pessoais > 12.8 Peça de Indumentária,Europa | França,[1894] | Século XIX,Peça francesa fabricada para Chapelaria Alberto,astracã | corte | costura | couro | curtume | papelão | pele | tecido,17,,,,,,,"Cartola revestida de pele de astracã (astrakan - pele de cordeiro) em tom preto, confeccionada sobre estrutura de papelão, com parte interna forrada em tecido (cetim e feltro) e couro. Objeto de copa cilíndrica e alta, com aba ligeiramente elevada nas laterais, envolta na parte inferior por fita preta espessa e lisa. Parte interna forrada por tecido acetinado, em tom creme, e couro em tom marrom, com as seguintes inscrições (respectivamente): “FABRIQUÉ SPÉCIALMENT/ POUR LA/ (medalhão brasonado, com leão posicionado de perfil, encimado por coroa imperial)/ CHAPELARIA ALBERTO/ 25. RUA GONÇALVES DIAS/ 108. RUA 7 DE SETEMBRO/ RIO DE JANEIRO”; e, na parte em couro, gravação em tinta dourada: “CHAPELARIA ALBERTO” (sublinhada).",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
48,,60,Óculos de sol,12 Objetos Pessoais > 12.6 Objeto de Auxílio/Conforto Pessoais,Não identificada,Século XIX/XX,Não identificada,fundição | metal | recorte | vidro,3,"10,5",,,,,,"Óculos de sol confeccionado em metal e vidro. Peça composta por armação em metal pintado de preto, com estruturas para proteção lateral tendo sistema de abertura através de dobradiça. Parte central do objeto em linha sinuosa. Apresenta lentes em vidro azul, com laterais retas e extremidade em arco. Hastes delgadas em metal (prata?), com sistema de fechamento em roldana e extremidade em formato de gota (vazada).",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
49,,61,Bala,01 Caça e Guerra > 01.4 Munição e Acessório,[Minas Gerais],Século XIX/XX,Não identificada,fundição | metal,,,,,"2,5",,,"Bala de arma de fogo, de médio porte, confeccionada em metal (bronze), de formato cônico e corpo cilíndrico. Parte inferior com estrangulamento e base circular, tendo a parte superior pontiaguda. Apresenta sinais de pátina.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
50,,62,Bala de revólver,01 Caça e Guerra > 01.4 Munição e Acessório,[Minas Gerais],Século XIX/XX,,fundição | metal,,"1,6",,,1,,,"Bala [de revólver], de pequeno porte, confeccionada em metal (bronze), de corpo cilíndrico. Apresenta base circular com prolongamento em estrutura cilíndrica delgada no mesmo metal. Extremidade superior contendo dois frisos simples e ponta abaulada. Fundo com inscrição pouco legível (aparentando dois números – possivelmente de produção em série).",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
51,,63,Bala de revólver,01 Caça e Guerra > 01.4 Munição e Acessório,[Minas Gerais],Século XIX/XX,,fundição | metal,,"1,5",,,"1,2",,,"Bala [de revólver], de pequeno porte, confeccionada em metal (bronze), de corpo cilíndrico. Apresenta base circular com prolongamento em estrutura cilíndrica delgada no mesmo metal. Extremidade superior contendo friso simples e ponta abaulada. Fundo com inscrição ilegível.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
52,,64,Bala de revólver,01 Caça e Guerra > 01.4 Munição e Acessório,[Minas Gerais],Século XIX/XX,,fundição | metal,,"1,3",,,1,,,"Bala [de revólver], de pequeno porte e corpo cilíndrico, confeccionada em metal (bronze). Apresenta base circular com prolongamento em estrutura cilíndrica delgada no mesmo metal. Extremidade superior contendo friso simples e ponta abaulada. Fundo com a incrição: “B 6 S C”.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
53,A Velha Sé de Diamantina,65,Pintura paisagem,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Diamantina | Minas Gerais,1932 | Século XX,A.Guedes,madeira | policromia | recorte | tinta,33,"34,5",,,,,,"Pintura a óleo sobre madeira, com representação da Antiga Sé, localizada na rua Direita, em Diamantina (MG). Em primeiro plano, rua com calçamento de pedra, em tom marrom claro, e pequeno cercado com vegetação, flores e poste de iluminação. Ao centro, templo religioso, em branco, contornado de azul claro, onde aparecem adro da igreja, escadaria da construção religiosa, duas portas laterais e quatro janelas. Na parte frontal da construção, destacam-se a porta principal, quatro janelas com varanda, óculo, torre com sino e telhado em tom marrom, este encimado, na frente, por globo crucífero em tom preto. Parte posterior da construção religiosa com porta e três janelas aparentes, além janela com gradeado e telhado de outra parte do prédio. À direita, casario em tom amarelo claro, com duas portas e duas janelas com varanda aparentes. À esquerda, casarios em tom rosado. Em segundo plano, montanhas que fazem parte do complexo da Serra dos Cristais, acompanhadas por céu azul claro e nuvens brancas. Na parte inferior direita, assinatura do artista, em tom branco: “A. Guedes (sublinhada)/ 1932”. Na parte central superior em tinta preta, a seguinte inscrição: (cont. em observações) “QUANTAS MISSAS, QUANTOS BATISADOS/ ALI SE FIZERAM, DEANTE DO ALTAR./ ERA O LUGAR ÃOS VELHOS E CANÇADOS/ ESCOLHIAM TAMBEM PARA REZAR./ O TEMPO NÃO TE PÔDE DESTRUIR,/ QUE AS FORÇAS DIVINAS NÃO DEIXAVAM;/ MAS POUDE A MÃO HUMANA CONSEGUIR/ AQUILO QUE AOS CEUS SE RESERVAVAM./ E DESTRUIRAM O TEMPLO SACRO SANTO!/ QUE SAUDADE INFINDA VAE DEIXANDO/ NO CORAÇÃO DOS CRENTES. QUANTO PRANTO.../ E ESTE PRANTO CONTINUARÁ A SER VERTIDO,/ EMQUANTO EXISTIR UM SÓ FILHO TEU,/ OH! TEMPLO SANTO, OH! SAUDOSA IGRE- JÁ/ MATER!” (abaixo, espécie de arabesco). À direita, na vertical, a legenda: “A/ VELHA/ SÉ/ DE/ DIAMANTINA”. Moldura em madeira preta com a parte interna em friso vermelho e amarelo. Em ficha catalográfica anterior, a igreja é citada como: “Antiga Sé Catedral de Santo Antônio, demolida em 1932”. Em ficha catalográfica anterior é citada a procedência como “Empréstimo – Sr. Antonio de Souza Neves”. Documentação encontrada no dossiê: Ficha cadastral do Ministério da Educação e Cultura, datilografada e assinada pelo informante e pelo dirigente do órgão, Antonio Eugenio Nas- cimento e João Brandão Costa (respectivamente), datada de 06/12/1970. 2) Ficha cadastral do Ministério da Educação e Cultura, datilografada e datada de 11/11/1974. 3) Ficha datilografada do MEC/IPHAN, referente ao inventário de 1981, sem assinatura, com foto preto-e-branca. 4) Ficha de Acervo Museológico GMCH/MG, em formato de fichário, assinada por Tânia Bravo Leite e por Celina Santos Barboza (1989/1990). 5) Foto em preto-e-branco (12 x 8 cm) e em pequenas dimensões colada na ficha citada acima. 6) Ficha do IPHAN/ 13ª Coordenação Regional, assinada por Ronney Leite Brito, referente à Análise do Estado de Conservação do Acervo/ Museus Vinculados 13ª CR, datada de 07/12/1995.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
