,Número de registro,Outros números,Situação,Denominação,Título,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
31,MCP0033,,Localizado,Canga,,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,"Peça de madeira de formato irregular (reto, curva para cima, reto) composto por bloco único; possui recortes retangulares vazadas nas faces frontal (02) e superior (04, sendo 01 na parte reta, dois em cada extremidade da parte curva e um na outra parte reta) com o objetivo de encaixe de outras peças de madeira (ausência das peças).",18,205,,,,Madeira | Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
32,MCP0034,,Localizado,Serrote,,Não identificado,06 Trabalho > 06.8 Equipamento de Uso Geral,"Serrote com lâmina reta e comprida e cabos de madeira nas extremidades. Seu funcionamento requer duas pessoas. Próximo ao cabo, um fio de arame amarrado (possivelmente, como suporte para pendurá-lo).",8.8,139,,,,Madeira | Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
33,MCP0035,,Localizado,Canga,,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,"Peça de madeira de formato irregular (reto, leve curva para cima, reto) composto por bloco único; possui recortes elípticos vazados nas faces frontal (04), sendo 02 em cada parte reta com o objetivo de encaixe de outras peças de madeira (ausência das peças). Utilizada para transporte terrestre bovino (?) e arado na terra (?)",10,134,,,,Madeira,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
34,MCP0036,,Localizado,Serra,,Não identificado,06 Trabalho > 06.8 Equipamento de Uso Geral,"Serra com lâmina reta e comprida de formato trapezoidal. Partes do corte da serra estão com recorte irregular. Serra utilizada em máquina. Possui cabo metálico na extremidade de altura maior, onde possivelmente se fazia o encaixe na máquina. Nesse, um fio de arame amarrado.",24,219,,,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
35,MCP0037,,Localizado,Canga,,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,"Peça de madeira de formato irregular (reto, curva para cima, reto) composto por bloco único; possui recortes retangulares (06) vazados, nas faces frontal, sendo 02 em cada parte reta e 02 na parte curva com o objetivo de encaixe de outras peças de madeira (ausência das peças). Utilizada para transporte terrestre bovino (?) e arado na terra (?)",20,170,,,,Couro | Poliuretanos > Espuma | Fibra > Fibra Vegetal | Madeira | Metal | Fibra > Fibra Vegetal > Palha | Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
36,MCP0039,,Localizado,Fragmento,,Não identificado,16 Amostras/Fragmentos,"Peça de madeira de formato circular alongado, em madeira na cor clara com estruturas metálicas em suas extremidades (02 argolas, uma fixada na madeira e em tamanho pequeno e a outra circundando a madeira e passando por dentro da argola menor; na outra extremidade, a madeira possui tamanho menor para o encaixe da peça metálica que recobre as laterais e a ponta da peça de madeira (15,5 cm); fixada nessa estrutura há um gancho que perfura a chapa metálica e encosta na madeira e é encimada por forma circular fechada; há uma argola que passa por dentro da área circular descrita anteriormente); na extremidade que possui as duas argolas há um recorte vazado na madeira em formato retangular (5 cm x 2,3 cm).",84,,,6.5,,Madeira | Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
37,MCP0043,,Localizado,Canga,,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,"Peça de madeira de formato irregular (reto, curva para cima, reto) composto por bloco único; possui recortes retangulares (06) vazados, na face frontal, sendo 02 em cada parte reta e 02 na parte curva com o objetivo de encaixe de outras peças de madeira (ausência das peças). Utilizada para transporte terrestre bovino (?) e arado na terra (?)",15,190,,,,Madeira,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
38,MCP0046,,Localizado,Conjunto de 5 Serras,,Não identificado,06 Trabalho > 06.8 Equipamento de Uso Geral,"- Serra com lâmina reta e comprida de formato trapezoidal. Partes do corte da serra estão com recorte irregular. Na parte mais estreita da lâmina, três furos. Serra utilizada em máquina. Possui cabo metálico na extremidade de altura maior, onde possivelmente se fazia o encaixe na máquina, aparafusado na lâmina. No cabo metálico, um fio de arame amarrado. Lâmina com as duas faces com manchas de ferrugem. Altura 22/ Largura 229 / Inscrições: Sandvik 211. made in xxeoxn. 

- Serra com lâmina reta e comprida de formato trapezoidal. Partes do corte da serra estão com recorte irregular. Serra utilizada em máquina. Possui cabo metálico na extremidade de altura maior e um cabo de madeira fixado na parte inferior dele, onde possivelmente se fazia o encaixe na máquina. No cabo metálico, um fio de arame amarrado. Lâmina com as duas faces com manchas de ferrugem. Altura 25/ Largura 208,5

- Serra com lâmina reta e comprida de formato trapezoidal. Partes do corte da serra estão com recorte irregular. Serra utilizada em máquina. Possui cabo metálico na extremidade de altura maior, onde possivelmente se fazia o encaixe na máquina. Nesse, um fio de arame amarrado. Lâmina com as duas faces com manchas de ferrugem e corrosão. Altura 20/ Largura 209.

- Serra com lâmina reta e comprida de formato trapezoidal. Partes do corte da serra estão com recorte irregular. Serra utilizada em máquina. Na extremidade de altura maior, há dois recortes de formato retangular, onde há um fio de arame amarrado. Altura 21.5/ Largura 210,5.

- Serra com lâmina reta e comprida de formato trapezoidal. Partes do corte da serra estão com recorte irregular. Serra utilizada em máquina. Possui cabo metálico na extremidade de altura maior, onde possivelmente se fazia o encaixe na máquina. Nesse, um fio de arame amarrado. Altura 25,4/ Largura 236.",,,,,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
39,MCP0049,,Localizado,Arado,,Não identificado,06 Trabalho > 06.1 Equipamento Agrícola,"Peça com madeira e metal, articulada, formada por peças retilíneas, curvas e circulares, com a função de arar a terra. A utilização seria por força motriz humana ou de animal. Possui estrutura de metal levemente abaulada que em sua extremidade apresenta-se triangular (pontiaguda) com estrutura semelhante fixada por meio de parafusos ara ser inserida no solo. a outra extremidade dessa peça possui formato ondular e com dois orifícios nas pontas. um deles possui haste metálica que está fixada à base maior metálica. Nessa estrutura maior, observa-se que em sua extremidade posterior há 03 parafusos fixados e a ponta possui forma elíptica com 03 orifícios lado a lado. ainda nessa extremidade, há uma estrutura metálica fixada com parafuso e porca com estrutura circular com seus quadrantes vazados. Na outra extremidade dessa peça maior, há uma estrutura retilínea com outras estruturas menores fixadas por parafusos possibilitando a articulação da peça. Fixada ainda, na estrutura metálica, há um pedaço de madeira reto com estremidade curva e que possui orifício em sua ponta para fixar outra parte da peça agrícola.",45,110,,,,Madeira | Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
40,MCP0052,,Localizado,Fragmento,,Não identificado,16 Amostras/Fragmentos,"Peça de madeira levemente curva para cima, possui dois recortes vazados de formato retangular (2,5 cm x 06 cm). Em cada extremidade, possui orifício com fio metálico grosso amarrado com nós e fixando uma argola também de metal.",6.5,54,,,,Madeira | Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
41,MCP0053,,Localizado,Estribo,,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,"Peça de metal com função de encaixe do pé e utilizado em montaria, predominantemente na cor dourada, possui parte inferior para a sustentação da planta do pé (toda a extensão) e parte superior, apenas parte do ""peito do pé"" com ornamentações em baixo relevelo com figuras fitomorfas; possuem ainda na parte superior, duas proeminências com orifícios (a direita está com perda de suporte na parte superior). Nas laterais da parte do ""peito do pé"", possui incisões em linhas paralelas levemente curvas (02), seguidas por um triângulo e outra linha (reta). Na parte inferior da peça, há um orifício (provavelmente original). O lado esquerdo da peça possui rompimento do suporte (indicando que a peça foi construída com dois ""blocos"" distintos).",10.8,9,,,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
42,MCP0054,,Localizado,Estribo,,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,"Peça de metal com função de encaixe do pé e utilizado em montaria, predominantemente na cor dourada, possui parte da área original para a sustentação da planta do pé; parte superior, apenas parte do ""peito do pé"" com ornamentações em baixo relevo com figuras fitomorfas, possuem ainda na parte superior, duas proeminências com orifícios (a esquerda está com perda de suporte na parte superior). Nas laterais da parte do ""peito do pé"", possui incisões em linhas paralelas levemente curvas (02), seguidas por um triângulo e outra linha (reta). O lado direito da peça possui rompimento do suporte (indicando que a peça foi construída com dois ""blocos"" distintos).",11,8.7,,,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
43,MCP0055,,Localizado,Estribo,,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,"Peça de metal com função de encaixe do pé e utilizado em montaria, predominantemente na cor dourada, possui parte inferior para a sustentação da planta do pé (toda a extensão) e parte superior, apenas parte do ""peito do pé"" sem ornamentações. Na parte inferior da peça possui no meio da estrutura, parte em alto relevo retangular (estreita) e em sua ponta, pequenas áreas tubulares maciças.",5.4,9.5,,,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
44,MCP0056,,Localizado,Estribo,,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,"Peça de metal utilizada para apoio do pé em montaria, predominantemente na cor avermelhada. Possui em suas laterais bordas com pequenas curvas arredondadas e sucessivas; na face lateral, possui ornamentação em alto relevo composta por 03 linhas retas e paralelas, sendo a do meio mais grossa que as demais. Na parte inferior da peça, há 05 orifícios dispostos em dois dianteiros, dois traseiros e um no meio. fA parte superior da peça é composta por estrutura metálica unida às laterais e formando uma retângulo vazado no meio da parte superior.",12.4,12.7,,,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
45,MCP0057,,Localizado,Estribo,,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,"Peça de metal escuro com manchas esverdeadas e esbranquiçadas, formada por uma parte inferior com duas faces vazadas e com ornamentação zoomorfa (centralizada representando uma cabeça de leão) e fitomorfa com duas formações em cruz de malta (?) nas extremidades próximas à cada borda. arrematando essa área, desenhos em alto relevo formando pequenas áreas circulares sucessivas (rendilhado). essas peças possuem na parte interna, 03 áreas maciças e circulares para unir as duas faces (01 próxima à extremidade e outra no meio. Acima das duas faces, há uma estrutura circular metálica, de formato arredondado e encimada por duas proeminências com base retangular e outra parte menor e reta acima.",15.5,17.5,,,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
