,Número de registro,Outros números,Situação,Denominação,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
30,GO.99.029.019,68019029019 | 47,Localizado,Sant'Ana e Nossa Senhora,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina posição frontal, sentada. Cabeça inclinada a esquerda. Olhos baixos. Cabelos partidos ao maio, longos cabelos com véu branco curto. Braço direito flexionado com mão espalmada segurando o libro aberto que esta apoiado na perna esquerda. Braço esquerdo estendido com mão sobre as costas de Nossa Senhora Menina. Perna direita flexionada para trás. A esquerda a frente. Veste túnica rosa longa cintada e calça sapato preto, decote drapeado branco. Manga longa justa. Manto ocre com verde caindo do ombro direito envolta ao corpo com uma ponta sobre a perna esquerda, barra dourada. Nossa Senhora de pé, de frente. Cabelos escuros partido ao meio com coque atrás. Braço direito estendido sobre o livro com a mão aberta para cima. Braço esquerdo flexionado com a mão segurando o livro. Veste túnica branca longa, decote drapeado. Manga azul com vermelho caindo no ombro direito envolta ao corpo preso a cintura lado direito, livro branco com capa vermelha. Base oval fixa a uma tábua oitavada. Cadeira de assento reto. A madeira esculpida é composta por cinco blocos. A Policromia em rosa, verde, ocre, azul, vermelho, branco e dourado. A carnação é rosa claro e os olhos de vidro.","0,66 m","0,32 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
31,GO.99.029.004,68004029004 | 27,Localizado,Nossa Senhora do Parto,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Virgem do parto, figura feminina de pé, posição frontal, olhar direcionado ao longe, perna direita com joelho flexionado. Veste túnica longa azul estampada com flores douradas. Manto longo, caindo nos ombros azul escuro, barra dourada com verso vermelho, decorado com flores douradas brancas. Cabeça coberta com véu curto verde claro estampada de flores e ramos dourados e branco, cabelos longos partidos ao meio com mechas no ombro esquerdo. Braços flexionados a frente, com as mãos espalmadas segurando o menino Jesus despido. Braço direito flexionado com a mão sobre o peito, esquerdo estendido com a mão espalmada. Peanha trapezoide marmorizada em azul.","0,25 m ","0,10 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
32,GO.99.029.037,68036029037 | 73,Localizado,Porta-paz,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Porta-paz retangular, base com pés e duas colunas decoradas com flores. Arremate no frontão com duas volutas e flores, cabeças de anjos, nuvens e raios. No centro Cristo Crucificado, tendo na base cordeiro pascal.",21 m,"0,10 m",,,"o,400 Kg",Metal > Latão | Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
33,GO.99.029.202,83051029202 | 18,Localizado,Nossa Senhora D'Abadia,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina de pé, de frente, cabeça levemente a esquerda, cabelos longos em mechas caído nas costas. Véu curto com movimentação. Olhos pintados, boca fechada. Braço flexionado com mão espalmada servido de apoio para o Menino Jesus. Veste túnica longa, atado a cintura com cordão. Manto longo caindo sobre o ombro direito e outra abaixo braço esquerdo (vestígios de decoração verde em folha) Menino Jesus, sentado de frente, cabelos ondulados, cabeça voltada a esquerda. Olhos pintados, braço direito flexionado na vertical com mão espalmada, o esquerdo na horizontal com mão espalmada apoiada no peito. Pernas cruzadas com nuvens onde aparece a frente três cabeças de anjos. Base escalonada chanfrada com desenhos.","0,79 m","0,34 m",,,,Madeira,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
34,GO.99.029.034,68033029034 | 77,,Âmbula,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Base circular com 2 degraus, abaulada e frisada; coluna cilíndrica com decorações de parreiras. Bojo circular liso com fundo abaulado e bordas com frisos em alto relevo. Tampa abaulada com friso de corda na borda e gravação com motivos florais.","0,13 m",,,"0,07 m","0,100 kg",Metal > Latão | Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
35,GO.99.029.038,68037029038 | 52,Localizado,Pátena,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Pátena circular, ligeiramente côncava e lisa.",,,,"0,12 m","0,50 kg",Metal > Prata,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
36,GO.99.029.018,68018029018 | 18,Localizado,São Sebastião,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina de pé, posição frontal, apoiando na perna direita, cabeça inclinada à esquerda. Olhos abertos, baixos. Cabelos curtos negros, nariz aquilíneo, boca pequena. A imagem tem o corpo amarrado a um tronco de árvore, sendo os braços e os pés amarrados com corda prata. Corpo envolvido por perizônio vermelho sobre os quadris. Há alguns orifícios onde se encaixava as flechas. Peanha quadrada presa ao tronco da árvore.","0,36 m","0,12 m",,,,Gesso | Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
37,GO.99.029.171,83022029171 | 9,Localizado,São Benedito,José Joaquim da Veiga Valle,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, de pé, posição frontal, cabeça levemente pendida a esquerda, tez preta. Olhos abertos direcionados para a frente. Nariz aquilino. Boca entreaberta. Cabelos encaracolados e corte arrendondado. Pescoço longo, braços flexionados para frente, com as mãos espalmadas em posição de segurar o Menino Jesus. Veste túnica preta longa presa a cintura com cordão duplo com três nós dourado. Capa caindo nas costas com capuz, traje franciscano. Pés com pequeno afastamento na diagonal com sandálias em tiras. Menino Jesus deitado, olhos abertos nariz aquilinho, cabelos meio longos dourado com mechas na testa e para trás. Braço direito flexionado com mão em posição de abençoar, o esquerdo flexionado na horizontal, pernas flexionadas a frente da direita.","0,65 m","0,28 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
38,GO.99.029.533,244,Localizado,Castiçal,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Castiçal com base e coluna de madeira torneada. Sendo base circular abaulada e lisa, de onde sai a coluna torneada. No centro forma-se uma vaso, seguido por uma parte cilíndrica lisa, de onde sai uma espécie de uma haste, formando galhos decorados por flechas feitas de folha de frande recortadas, de onde sai cinco (ilegível) em forma de prato, com bocal cilíndrico todo feito de folha de frande. Peça  com pintura dourada.","0,44 m ","0,66 m",,,,Madeira | Metal,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
39,GO.99.029.043,68041029043 | 34,Localizado,Caldeirinha de Água Benta,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Caldeirinha de água benta com base circular frisada, com estrangulamento. Bojo liso, abaulado; gargalo cilíndrico de borda aberta com friso na borda e parte inferior. Dos dois lados sobem dois frisos salientes com pontas em volutas onde se encaixa a alça. Alça curva, facetada, com bolacha central entre estrangulamentos e frisos nas extremidades.","0,18 m",,,"0,14 m","1,400 kg",Metal > Estanho | Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
40,GO.99.029.255,33104029255 | 74,Localizado,Nossa Senhora da Abadia,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina de pé, cabeça levemente a direita, olhos abertos de vidro. Boca fechada, nariz aquilíneo. Fisionomia serena. Cabelos longos (ilegível) e semeaberto pelo véu curto. Pescoço curto. Braços flexionados, mãos espalmadas com posição de segurar o manto. Veste túnica longa estampada de vermelho e dourado e manto azul longo caído sobre os ombros esquerdo e presa na dobra do braço direito.  A madeira entalhada é composta por cinco partes. A policromia é composta por azul, vermelho, bege e dourado.","0,72 m","0,25 m",,,,Madeira,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
41,GO.99.029.058,68046029058 | A-87,Localizado,Cruz Processional,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Cruz com hastes cilíndricas e decorações em folhas de acanto, divididas por três gomos. Ponteiras com anéis e hastes em forma de vírgula com terminação em pinos. Nas junções das traves há dois medalhões parafusados na parte central, sendo um com gravações de um cálice e pães em volta e raios, a parte central com gravação JHS e a outra com flores e folhas de acanto.","0,36 m","0,30 m",,,,Metal > Bronze | Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
42,GO.99.029.085,68060029085 | A-103,Localizado,Vara do Santo Sudário,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Vara para Santo Sudário dividida em 6 seções com anéis lisos; decoração em folhas de acanto em espiral.  Punho em cone com decoração em fitomorfos.,"2,30 m",,,"0,11 m",,Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
43,GO.99.029.086-A,68.060-I.029.086 | A-7/6,Localizado,Vara de Pálio,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Vara de pálio dividida em 8 gomos por anéis frisados. Decoração incisa adamascada formando losangos centrados por flores quadripartidas; arremate em capitel campaniforme com gravação de folhas de acanto com terminação em pinha torneada e argola soldada para prender o pálio. Vara interna de madeira.,"2,84 m",,,"0,11 m",,Metal > Latão | Madeira | Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
44,GO.99.029.101,68029101 | 68,Não localizado,Banco,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Banco Arca com 3 pés recortados em curvas, caixa em forma retangular, com base lisa. Duas tampas de borda lisa fixa por duas dobradiças cada uma com tampas. Braços recortados em curvas e contra curvas, recortadas em angras talhadas. Encosto reto liso ê friso em meia cama. Cor natural.","o,98 m","0,31 m",,,,Madeira,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
45,GO.99.029.086-B,68.060-II.029.087 | A-7/6,Localizado,Vara de Pálio,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Vara de pálio dividida em 8 gomos por anéis frisados. Decoração incisa adamascada formando losangos centrados por flores quadripartidas; arremate em capitel campaniforme com gravação de folhas de acanto com terminação em pinha torneada e argola soldada para prender o pálio.,"2,84 m",,,"0,11 m",,Metal > Latão | Madeira | Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
46,GO.99.029.086-C,68.060-III.029.088 | A-7/6,Localizado,Vara de Pálio,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Vara de pálio dividida em 8 gomos por anéis frisados. Decoração incisa adamascada formando losangos centrados por flores quadripartidas; arremate em capitel campaniforme com gravação de folhas de acanto com terminação em pinha torneada e argola soldada para prender o pálio.,"2,84 m",,,"0,11 m",,Metal > Latão | Madeira | Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
47,GO.99.029.086-D,68.060-IV.029.089 | A-7/6,Localizado,Vara de Pálio,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Vara de pálio dividida em 8 gomos por anéis frisados. Decoração incisa adamascada formando losangos centrados por flores quadripartidas; arremate em capitel campaniforme com gravação de folhas de acanto com terminação em pinha torneada e argola soldada para prender o pálio.,"2,84 m",,,"0,11 m",,Metal > Latão | Madeira | Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
48,GO.99.029.086-E,68.060-V.029.090 | A-7/6,Localizado,Vara de Pálio,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Vara de pálio dividida em 8 gomos por anéis frisados. Decoração incisa adamascada formando losangos centrados por flores quadripartidas; arremate em capitel campaniforme com gravação de folhas de acanto com terminação em pinha torneada e argola soldada para prender o pálio.,"2,84 m",,,"0,11 m",,Metal > Latão | Madeira | Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
