,Outros números,Denominação,Título,Autor,Resumo descritivo,Material/Técnica,Classificação,Data de produção,Local de produção,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
40,T 863,Cadeira,,Não identificado,"Cadeira em madeira, encosto e acento em palhinha; Espaldar largo, com bordas em madeira ondulante. Cachaço trabalhado em relevo com motivos florias; Braços retos com trabalho de relevo em formas geométricas. Haste de ligação entre braço e acento tem forma ondulante e também trabalhos em alto relevo; Avental largo, reto na parte superior e ondulado na parte inferior, frisos horizontais; Pernas traseiras retas e lisas até os pés. Pernas dianteiras saindo em ondulação com frisos percorrendo toda a extensão, pés terminando em forma de cachimbo com rodinhas em madeira e base das rodas em metal, apenas nos pés da frente.",Madeira | Palhinha,05 Interiores > 05.5 Peça de Mobiliário,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
41,T 932,Cadeira,,Não identificado,"Cadeira em madeira, acento retangular em palhinha; Espaldar em tabela recortada e vazada formando ao centro desenho geométrico; Cachaço com relevo em elemento floral e vazado ao centro; Avental com sulcos e relevos, formando ao centro desenhos concheados; Pernas traseiras retas e lisas até os pés. Pernas dianteiras saindo com ondulações, pés terminando em forma de cachimbo.",Madeira | Palhinha,05 Interiores > 05.5 Peça de Mobiliário,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
42,921,Cadeira,,Não identificado,"Cadeira em madeira, acento retangular em palhinha; Espaldar em tabela recortada e vazada formando ao centro desenho geométrico; Cachaço com relevo em elemento floral e vazado ao centro; Avental com sulcos e relevos, formando ao centro desenhos concheados; Pernas traseiras retas e lisas até os pés. Pernas dianteiras saindo com ondulações, pés terminando em forma de cachimbo.",Madeira | Palhinha,05 Interiores > 05.5 Peça de Mobiliário,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
43,T 865,Cadeira,,Não identificado,"Cadeira em madeira, encosto e acento em palhinha; Espaldar largo, com bordas em madeira ondulante. Cachaço trabalhado em relevo com motivos florias; Braços retos com trabalho de relevo em formas geométricas. Haste de ligação entre braço e acento tem forma ondulante e também trabalhos em alto relevo; Avental largo, reto na parte superior e ondulado na parte inferior, frisos horizontais; Pernas traseiras retas e lisas até os pés. Pernas dianteiras saindo em ondulação com frisos percorrendo toda a extensão, pés terminando em forma de cachimbo com rodinhas em madeira e base das rodas em metal, apenas nos pés da frente.",Madeira | Metal | Palhinha,05 Interiores > 05.5 Peça de Mobiliário,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
44,T 1291,Quadro,Natureza Morta,C. Castro,"Natureza Morta; Pequena bacia em cobre, aparentemente lisa. Arranjo floral com folhas e rosas cor-de-rosa, dispostas aleatoriamente; Vaso em cima de uma mesa, aparentemente retangular, com toalha em fundo azul com barrados dourados; Fundo no mesmo tom da toalha, parecendo ser um mesmo panejamento, na lateral esquerda o fundo parece ser uma parede em tom avermelhado; Paspatu aproximadamente em tom bege. Desenhado a nanquim ao redor da pintura sequência de 3 linhas finas e levemente espaçadas, formando um enquadramento da pintura; Moldura dividida em duas partes, sendo a primeira com madeira escura, com pequenos frisos e formando algumas pequenos níveis. A segunda parte também em madeira recoberta de gesso com douramento. Relevos verticais formando pequenos riscos irregulares, seguido de relevo mais profundo na borda externa, desenhos geométricos e florais; Vidro por cima da pintura.",Gesso | Madeira | Pó de Ouro | Tela | Tinta | Vidro,02 Artes Visuais/Cinematográfica > 02.6 Pintura,[s.d.],Brasil,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
45,T 1015,Quadro,“Francisca Bernardina Leite Ribeiro – Baronesa de Itambé”,Não identificado,"Figura feminina, em pé, postura ereta; Veste vestido azul claro, com mangas até a altura do pulso. Renda branca cobrindo todo o colo e formando uma gola, com laço em cetim azul, um tom mais escuro que o vestido. Echarpe em veludo marrom, cobrindo ambos os ombros e caindo até os pulsos, formando leve trapeado. Na cabeça usa touca em renda branca com fita azul recobrindo a touca e terminando em laço na lateral  direita, cobre as orelhas; Mão cruzadas sobre o abdômen, com a direita sobre a esquerda; Pele clara, aparenta ter cerca de 50 anos. Lábios grossos, levemente rosados. Bigode chinês bem marcado.  Nariz grande, levemente curvado para baixo. Olhos caídos, castanhos. Sobrancelhas em curva em tom de castanho; Cabelo castanho repartido ao meio e preso na touca, ficando a mostra apenas pequena parte frontal; Fundo liso em tom marrom claro; Moldura em madeira, revestida em gesso e recoberta com pó de ouro, trabalhada em relevos geométricos e florais subdivididos em varias camadas.",Gesso | Madeira | Pó de Ouro | Tela | Tinta,02 Artes Visuais/Cinematográfica > 02.6 Pintura,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
46,T 1003 | 22.85,Cama,,Não identificado,"Cama de casal em madeira; Pés quadrados, com frisos em alto relevo dando idéia de níveis; Pernas fazem as vezes de colunas, pegando toda a extensão vertical da cama. Trabalho de marchetaria formando retângulos nas colunas; Saia horizontal reta, saindo logo acima dos pés, com trabalho de alto relevo demarcando as quinas e fazendo níveis; Quinas em diagonal, saindo do topo do avental e subindo até a coluna lateral. Forma ondulante, com aplicação de marchetaria formando curvas; Cabeceiras de ambos os lados, apoiados nas colunas verticais. Horizontalmente marca em alto relevo demarcando nível no topo. Logo a cima, semicírculo, extremidades trabalhadas em alto relevo formando desenhos geométricos.",Madeira,05 Interiores > 05.5 Peça de Mobiliário,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
47,T 915,Cadeira,,Não identificado,"Cadeira em madeira, acento retangular em palhinha; Espaldar em tabela recortada e vazada formando ao centro desenho geométrico; Cachaço com relevo em elemento floral e vazado ao centro; Avental com sulcos e relevos, formando ao centro desenhos concheados; Pernas traseiras retas e lisas até os pés. Pernas dianteiras saindo com ondulações, pés terminando em forma de cachimbo.",Madeira | Palhinha,05 Interiores > 05.5 Peça de Mobiliário,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
48,T 1249,Panela,,Não identificado,"Panela em ferro fundido; Redonda; Toda a extensão da peça é lisa; Borda lisa e fina; Em cada em das extremidades pino em forma de triângulo com circulo vazado ao centro para passar alça, também em ferro com forma de semi-circulo; Alça também em ferro.",Ferro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
49,T 1476,Prato Fundo,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
50,S/N,Colher de Creme,,SL Superilure,"Colher em prata; extremidade com abaulamento acentuado; Cabo fino terminando em ponta mais larga; Toda a extensão do cabo é trabalhada com relevo, formando nas extremidades do cabo e ponta, relevo que lembra um nó; No verso da peça, monograma com as iniciais do proprietário da peça.",Prata,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[entre 1839 e 1879],França,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
51,S/N,Capa de Almofada,,Não identificado,"Capa de almofada, quadrada na cor branca; Toda a parte da frente é preenchida com aplicação de renda bordada formando desenhos florais e formas geométricas vazadas, restando apenas uma borda quadricular em algodão ao redor do bordado; Encaixe para almofada no outro lado da peça.",Algodão | Renda,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
52,S/N,Fronha,,Não identificado,"Fronha em algodão branco; Borda fina, com costura simples; Bordado decorativo em branco e aplicações de renda em algumas partes. O bordado estende-se em toda a volta da peça; Em uma das quinas bordado um pouco mais trabalhado com flores e folhagem; No outro lado da fronha, abertura horizontal para colocar o travesseiro. O verso é todo liso.",Algodão | Linha de Algodão,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
53,S/N,Capa de Almofada,,Não identificado,"Capa de Almofada em algodão branco, quadrada; Aplicação de bordado com motivos florais e formas geométricas vazadas. Parte de trás vazada para encaixe da almofada. Botão para fechar a abertura da capa.",Algodão | Linha de Algodão,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
54,S/N,Capa para Almofada,,Não identificado,"Capa para almofada em algodão branco, quadrada; Bordado com motivos florais; No verso abertura para encaixe da almofada.",Algodão | Linha de Algodão,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
55,S/N,Capa de Almofada,,Não identificado,"Capa para almofada em algodão, branco, quadrada; Aplicação de bordado rendado com motivos florais e formas geométricas; No verso, abertura para encaixe da almofada.",Algodão | Linha de Algodão,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
56,S/N,Capa de Almofada,,Não identificado,Capa para almofada em algodão branca. Quadrada; Bordado floral; Encaixe para almofada no lado oposto da peça.,Algodão | Linha de Algodão,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
57,S/N,Pano de Mesa,,Não identificado,"Toalha de linho branco, retangular; Bordado com motivos florais seguido por franja em uma das extremidades.",Linha | Tecido,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
58,S/N,Faca e Carne,,SL Superilure,"Faca em prata para corte de carne. Cabo também em prata, abrindo na ponta; formando nas extremidades do cabo e ponta, relevo que lembra um nó. Lamina com formado diferenciado, sendo a parte inferior reta, com ponta levemente quadrada. Na parte superior, indo da ponta em direção ao cabo curvatura levemente convexa, sendo reta a parte do meio ao cabo.",Prata,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[entre 1839 e 1879],França,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
59,T 823,Cadeira de Palhinha,,Não identificado,"Cadeira em madeira, acento retangular em palhinha; Espaldar em tabela recortada e vazada formando ao centro desenho geométrico; Cachaço com relevo em elemento floral e vazado ao centro; Avental com sulcos e relevos formando ao centro desenhos concheados;  Pernas traseiras retas e lisas até os pés. Pernas dianteiras saindo com ondulações, pés terminando em forma de cachimbo.",Madeira | Palhinha,05 Interiores > 05.5 Peça de Mobiliário,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
60,T 1435,Leiteira,,Charles Christofle,"Leiteira em prata; Abaulada na parte inferior e afinando na parte superior, mas com o bico bem proeminente; Gargalo com borda ondulada, com pequenos frisos feitos no próprio metal; Alça também em prata, saindo da parte inferior abaulada e subindo até a base do gargalo. Relevos com curvas, contra-curvas e folhagens; Pés saindo em alto relevo de florões, formando pequena haste e terminando em folhagens menores.",Prata,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],França,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
