,Denominação,Número de registro,Título,Classificação,Data de produção,Autor,Material/Técnica,Local de produção,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - espessura,Resumo descritivo,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
42,Bengala,REG.0043,,12 Objetos Pessoais > 12.6 Objeto de Auxílio/Conforto Pessoais,Século XIX,Não identificado,Casco de Tartaruga | Madeira,Não identificado,"83,5",,,,"2,7",Haste esculpida em tronco de árvore na forma natural com nós. Castão em casco de tartaruga.,,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
43,Cadeado,REG.0044,,16 Amostras/Fragmentos,Não identificada,Não identificado,Metal,Não identificado,"4,2","2,8",,,"0,7","De formato circular, com alça móvel e abertura para chave na parte da frente. Com chave.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
44,Floreira,REG.0045,,05 Interiores > 05.1 Acessório de Interiores,Não identificada,Não identificado,Vidro > Cristal | Metal,Não identificado,"14,5","15,5",28,,,"Em forma de elipse, tendo no corpo caneluras irregulares. Borda reforçada por aro de metal tendo em cada lateral, escultura de pássaro em metal de asas abertas e cabeça voltada para cima.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
45,Pintura Documental,REG.0046,Benjamin Constant no gabinete de trabalho.,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Século XIX,Não identificado,Madeira | Tinta,Brasil > Rio de Janeiro,"21,5 / 30,5 (moldura)","27,2 / 36,2 (moldura)",,,"2,4 (moldura)","Composição nas cores ocre, marrom, cinza, perto, verde, amarelo e branco Textura lisa Em primeiro plano à esquerda, cadeira marrom vazia, à direita mesa com pés torneados com tampo e abas em branco, tendo sobre ela duas moringas. Em segundo plano ao centro, mesa retangular com quatro pés torneados tendo livros sobre a mesma e atrás figura masculina sentada, de cavanhaque e bigode, trajando terno preto e camisa branca, com cabeça apoiada sobre punho esquerdo e mão direita sobre a mesa segurando caneta. Ao lado, de pé, figura feminina trajando vestido branco. À esquerda porta encimada por duas pinturas. Ao fundo à esquerda, biblioteca fechada, ao centro duas cômodas-papeleiras encimadas por dez porta-retratos e duas pinturas; à direita mesa com tampo branco, sobre a mesma duas jarras com flores, encimada por duas pinturas. Ao centro no alto, lustre com motivos florais, dois braços e cúpulas brancas.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
46,Retrato (pintura),REG.0047,"""Benjamin Constant Botelho de Magalhães""",02 Artes Visuais/Cinematográfica > 02.6 Pintura,1892 | Século XIX,Décio Villares,Madeira | Tela | Tinta,Brasil > Rio de Janeiro,"50,0 / 61,0 (moldura)","38,0 / 48,7 (moldura)",,,"6,0 (moldura)","Composição nas cores preto, cinza, ocre e branco. Textura lisa Busto de figura masculina levemente voltado à direita, cabelos partidos, na altura da orelha, usa pince-nez, bigode e cavanhaque. Trajando uniforme escuro com gola batida com três botões, camisa branca com gola de padre e gravata borboleta escura. Nos ombros, passadeiras. Fundo em tons de cinza.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
47,Porta-retrato,REG.0048,,05 Interiores > 05.1 Acessório de Interiores,Século XIX,Não identificado,Madeira | Tinta | Vidro,Não identificado,25,21,,,"3,6","De formato retangular. Madeira pintada na cor vermelho escuro e dourado com friso, decoração perolada. Com vidro.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
48,Porta-retrato,REG.0049,,05 Interiores > 05.1 Acessório de Interiores,Século XIX,Não identificado,Madeira | Tinta | Vidro,Não identificado,25,21,,,"3,3","De formato retangular. Madeira pintada na cor vermelho escuro e dourado com friso, decoração perolada. Com vidro.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
49,Porta-retrato,REG.0050,,05 Interiores > 05.1 Acessório de Interiores,Século XIX,Não identificado,Madeira | Tinta | Vidro,Não identificado,"26,5","19,5",,,"1,3","De formato irregular. Decoração em relevo com motivos fitomorfos estilizados. Três aberturas ovais, sendo uma na parte superior e duas na parte inferior. Com vidro.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
50,Porta-retrato,REG.0051,,05 Interiores > 05.1 Acessório de Interiores,1854 | Século XIX,Não identificado,Madeira | Metal | Vidro,Não identificado,"14,8","11,7",,,2,"De formato oval, decorada com motivos geométricos. Com vidro.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
51,Porta-retrato,REG.0052,,05 Interiores > 05.1 Acessório de Interiores,Século XIX,Não identificado,Madeira | Tinta | Vidro,Não identificado,"19,8","14,6",,,,"De formato retangular pintada de dourado, com decoração perolada. Com vidro.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
52,Porta-retrato,REG.0053,,05 Interiores > 05.1 Acessório de Interiores,Século XIX,Não identificado,Madeira | Tinta | Vidro,Não identificado,"19,8","14,8",,,"2,1","De formato retangular pintada de dourado, com decoração perolada. Com vidro.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
53,Porta-retrato,REG.0054,,05 Interiores > 05.1 Acessório de Interiores,Século XIX,Não identificado,Madeira | Tinta | Vidro,Não identificado,"18,4","12,8",,,3,De formato retangular pintada de dourado. Com vidro.,,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
54,Porta-retrato,REG.0055,,05 Interiores > 05.1 Acessório de Interiores,Não identificada,Não identificado,Madeira | Tinta | Vidro,Não identificado,"16,1","11,2",,,"1,8",De formato retangular pintada de dourado. Com vidro.,,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
55,Porta-retrato,REG.0056,,05 Interiores > 05.1 Acessório de Interiores,1874 | Século XIX,Não identificado,Madeira | Resina | Tecido | Tinta | Vidro,Não identificado,"23,8","19,7",,,"4,1","De formato retangular. Madeira forrada por resina estriada, friso nas cores branco e dourado. Passe-partout forrado de veludo vermelho com abertura oval contornada por friso de madeira pintado de dourado e vidro.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
56,Porta-retrato,REG.0057,,05 Interiores > 05.1 Acessório de Interiores,1874 | Século XIX,Não identificado,Madeira | Resina | Tecido | Tinta | Vidro,Não identificado,"23,7","19,7",,,"3,9","De formato retangular. Madeira forrada por resina estriada, friso nas cores branco e dourado. Passe-partout forrado de veludo vermelho com abertura oval contornada por friso de madeira pintado de dourado e vidro.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
57,Óculos,REG.0058,,12 Objetos Pessoais > 12.6 Objeto de Auxílio/Conforto Pessoais,1854 | Século XIX,Não identificado,Couro | Vidro > Cristal | Metal,Não identificado,"2,3",,"11,8",,"2,1","Duas elipses em cristal revestidas na borda em metal dourado, unidas por armação em metal dourado. Nas laterais, hastes em formato que acompanha o contorno da cabeça terminando em abertura. Acompanha, estojo em couro com aba de fechamento em tom ocre com decoração floral dourada e friso contornando o estojo. Na lateral, desenho em ziguezague dourado imitando costura.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
58,Insígnia (condecoração),REG.0059,Ordem Imperial do Cruzeiro,08 Insígnias,1840 | Século XIX,Não identificado,Metal > Ouro | smalte,Brasil > Rio de Janeiro,7,4,,,"0,9","Forma: estrela em esmalte branco com cinco pontas bifurcadas, orladas e maçanetadas em dourado, encimada por coroa imperial sobre guirlanda de folhas de café e fumo. Anverso: ao centro, círculo em esmalte azul celeste com cruz latina formada por dezoito estrelas douradas, circundado por anel azul ferrete com a legenda ""BENEMERENTIUM PRAEMIUM""em dourado. Reverso: ao centro, disco dourado com a efígie de figura masculina (Pedro I), de perfil à esquerda, sobre fundo raiado, circundado por anel azul ferrete com a legenda ""PETRUS I BRASILIAE IMPERATOR D"" em dourado.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
59,Medalha Militar,REG.0060,"""Medalha da Restauração da Bahia""",08 Insígnias,1825 | Século XIX,Não identificado,Metal | Metal > Ouro | smalte | Tecido,Brasil > Rio de Janeiro,"7,7","3,9",,,"0,7","Forma oval com suspensão em forma de coroa imperial. Placa raiada, tendo ao centro medalhão oval dourado com uma espada e um ramo de louro postos em santor; na parte superior, iniciais ""PI"" encimadas pela coroa imperial; contornado por anel de esmalte azul ferrete com a inscrição ""RESTAURAÇÃO DA BAHIA 1823"". Reverso liso. Fita com três faixas verdes e duas amarelas e passador dourado.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
60,Miniatura (insígnia),REG.0061,,08 Insígnias,Século XIX,Não identificado,Metal | smalte,Não identificado,"3,8","4,1",,,"0,6","Composta por três insígnias: 1ª - Ordem Imperial do Cruzeiro Forma: estrela em esmalte branco com cinco pontas bifurcadas, orladas e maçanetadas em dourado, encimada por coroa imperial sobre guirlanda de folhas de café e fumo. Anverso: ao centro, círculo em esmalte azul celeste com cruz latina formada por dezenove estrelas brancas, circundado por anel azul ferrete com a legenda "" (ilegível)"" em dourado. Reverso: ao centro, disco dourado com a efígie de figura masculina (Pedro I), de perfil à esquerda, sobre fundo raiado, circundado por anel azul ferrete com a legenda ""PETRUS I BRA. IM""em dourado. Fita representada por esmalte em tom azul celeste. 2ª - Ordem Militar de Nosso Senhor Jesus Cristo Forma: estrela em esmalte branco no anverso e azul no reverso, com cinco pontas bifurcadas, orladas e maçanetadas em dourado, encimada por coroa imperial, sobre guirlanda de folhas de louro. Anverso e reverso: Ao centro, disco em esmalte branco com cruz latina em esmalte vermelho vazada e potenciada. Fita representada por esmalte vermelho orlado de azul 3ª - Medalha da Restauração da Bahia Forma: oval encimada por coroa imperial. Placa raiada, tendo ao centro, medalhão oval dourado com uma espada e um ramo de louro postos em santor; na parte superior, iniciais ""PI"" encimadas pela coroa imperial; contornado por anel de esmalte azul ferrete com a inscrição ""RESTAURAÇÃO DA BAHIA 1823"". Reverso liso. Fita representada por esmalte verde e amarelo.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
61,Livro,REG.0062,"""SYNTHÉSE SUBJECTIVE""",10 Comunicação > 10.1 Documento,1856 | Século XIX,Auguste Comte,Metal | Papel | Tecido | Tinta,França > Ilha de França > Paris,22,15,,,"4,2","De formato retangular, encadernação em veludo verde. Capa com cantoneiras em prata decorada com as inscrições: cse. ""HUMANIDADE"", csd. ""DESCARTES 49"", cie. ""VAUVENARGUES 11"", cid. ""BACON"". Ao centro encimado por uma estrela de cinco pontas, cartela dourada em forma de castelo contendo a inscrição: ""AO/VENERANDO/BENJAMIN CONSTANT/BOTELHO DE MAGALHÃES/HOMENAGEM/ DOS ALUMNOS DA/ESCOLA MILITAR DA CÔRTE/S. PAULO 100."". Capa traseira com quatro pés em semi-círculo com fenda. Beirada dourada. Possui caixa, (vide obs)",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
62,Porta-penas,REG.0063,,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,Século XIX,Mallat Brévete S.G.D.N. 210,Metal > Prata,Não identificado,,"2,4","23,2",,,"Em formato de pena de ave em metal dourado, tendo a inscrição ""B.C.B.M."", gravada na ponta da haste. Pena de encaixe.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
63,Porta-penas,REG.0064,,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,Século XIX,Não identificado,Madrepérola | Metal,Não identificado,,"0,7","17,7",,,"De formato pontiagudo, cabo em madrepérola, encaixe em metal dourado decorado com motivos fitomorfos e zoomorfos. Pena em metal dourado.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
64,Porta-penas,REG.0065,,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,Século XIX,Não identificado,Madeira | Metal | Tinta,Não identificado,,,"22,7",1,,"De formato pontiagudo, cabo em madeira clara, porta penas em metal pintado de preto e pena em metal prateado.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
