,Número de registro,Denominação,Título,Autor,Classificação,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - espessura,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Estado de conservação,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
62,63.0,Nossa senhora,Nossa Senhora da Conceição,Francisco Xavier de Brito (atribuição),02 Artes Visuais/Cinematográfica > 02.3 Escultura,102.0,48.0,,,,,Madeira > Cedro | Ouro | Tintas,Bom,Brasil > Minas Gerais > Ouro Preto,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
63,64.0,Coluna [de retábulo],Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,88.0,14.5,,,,,Madeira > Cedro,Bom,Brasil > Minas Gerais > Barra do Rio das Velhas,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
64,65.0,Pilastra misulada [de retábulo],Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,75.0,13.0,,,,,Madeira > Cedro,Regular,Brasil > Minas Gerais > Barra do Rio das Velhas,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
65,66.0,Pilastra misulada [de retábulo],Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,75.5,13.2,,,,,Madeira > Cedro,Regular,Brasil > Minas Gerais > Barra do Rio das Velhas,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
66,67.0,Pilastra misulada [de retábulo],Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,313.0,13.0,,,,,Madeira > Cedro,Regular,Brasil > Minas Gerais > Barra do Rio das Velhas,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
67,68.0,Sanefa [de retábulo],Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,150.0,180.0,,,,,Madeira > Cedro | Tintas,Regular,Brasil > Minas Gerais > Barra do Rio das Velhas,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
68,69.0,Mísula [de retábulo],Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,106.5,59.4,,,,,Madeira > Cedro,Regular,Brasil > Minas Gerais > Barra do Rio das Velhas,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
69,70.0,Retábulo (fragmento),Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,28.0,25.0,,,,,Madeira > Cedro,Regular,Brasil > Minas Gerais > Barra do Rio das Velhas,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
70,71.0,Anjo [de retábulo],Querubim,Não identificado,04 Construção > 04.4 Fragmento de Construção,13.0,12.0,,,,,Madeira > Cedro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
71,72.0,Cartela [de retábulo],Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,98.0,78.0,,,,,Madeira > Cedro | Tintas,Bom,Brasil > Minas Gerais > Barra do Rio das Velhas,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
72,73.0,Dossel [de retábulo],Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,90.0,75.0,,,,,Madeira > Cedro | Tintas,Bom,Brasil > Minas Gerais > Barra do Rio das Velhas,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
73,74.0,Cortina de dossel [de retábulo],Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,98.0,14.0,,,,,Madeira > Cedro,Regular,Brasil > Minas Gerais > Barra do Rio das Velhas,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
74,75.0,Cortina de dossel [de retábulo],Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,98.0,14.0,,,,,Madeira > Cedro,Regular,Brasil > Minas Gerais > Barra do Rio das Velhas,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
75,76.0,Santo,"São Benedito de Palermo, O Negro",Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,75.7,21.4,,,,,Madeira | Ouro | Tintas,Regular,Brasil > Minas Gerais,[entre 1801 e 1850],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
76,77.0,Mísula [de retábulo],Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,70.0,92.7,,,,,Madeira > Cedro,Regular,Brasil > Minas Gerais > Barra do Rio das Velhas,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
77,78.0,Coluna [de retábulo],Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,308.0,33.0,,,33.0,,Madeira > Cedro,Regular,Brasil > Minas Gerais > Barra do Rio das Velhas,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
78,79.0,Remate de frontão [de retábulo],Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,70.0,72.0,,,,,Madeira > Cedro | Tintas,Regular,Brasil > Minas Gerais > Barra do Rio das Velhas,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
79,80.0,Mísula [de retábulo],Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,107.0,59.0,,,,,Madeira > Cedro,Regular,Brasil > Minas Gerais > Barra do Rio das Velhas,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
80,81.0,Anjo [de retábulo],Querubim,Francisco Xavier de Brito (atribuição),04 Construção > 04.4 Fragmento de Construção,29.4,25.0,,,,,Madeira > Cedro,Ruim,Brasil > Minas Gerais > Santa Bárbara,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
81,82.0,Anjo [de retábulo],Querubins,Francisco Xavier de Brito (atribuição),04 Construção > 04.4 Fragmento de Construção,53.6,26.0,,,,,Madeira > Cedro,Ruim,Brasil > Minas Gerais > Santa Bárbara,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
82,83.0,Carranca [de retábulo],Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,33.0,46.0,,,,,Madeira > Cedro,Regular,Brasil > Minas Gerais > Santa Bárbara,[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
83,84.0,Andor,Sem título,Manuel Gonçalves Valente (atribuição),09 Objetos Cerimoniais > 09.3 Objeto de Culto,86.3,124.0,244.5,,,,Madeira > Cedro | Ouro | Tintas,Bom,Brasil > Minas Gerais > Catas Altas | Brasil > Minas Gerais > Santa Bárbara,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
84,85.0,Oratório,Sem título,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,153.0,81.5,,,,,Madeira > Cedro,Regular,Brasil > Minas Gerais,[entre 1701 e 1750],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
85,86.0,Santo,São José,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,67.2,28.0,,,,,Madeira | Ouro | Tintas,Regular,Brasil > Bahia (?),[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
86,87.0,Mesa de pernas de lira,Sem título,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,81.1,133.5,,,,,Ferro | Madeira > Jacarandá,Bom,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
87,88.0,Armário,Sem título,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,292.0,205.0,,,,,Madeira > Cedro | Ferro | Tintas,Regular,Brasil > Minas Gerais,[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
88,89.0,Mesa escrivaninha,Sem título,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,86.5,160.0,,,,,Madeira > Cedro | Madeira > Jacarandá | Metal,Regular,Brasil > Minas Gerais,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
89,90.0,Mesa de pernas de lira,Sem título,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,92.0,194.5,,,,,Ferro | Madeira > Jacarandá | Madeira,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
90,91.0,Oratório,Sem título,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,153.2,92.0,,,,,Madeira > Cedro,Bom,Brasil > Minas Gerais (?),[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
91,92.0,Nossa senhora (inacabada),Nossa Senhora do Rosário,Vicente José de Micolta (atribuição),02 Artes Visuais/Cinematográfica > 02.3 Escultura,67.7,23.6,,,,,Madeira > Cedro,Regular,Brasil > Minas Gerais,[entre 1851 e 1900],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
92,93.0,Janela de treliças,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,188.0,100.5,,,,,Madeira,Regular,Brasil > Minas Gerais (?),[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
93,94.0,Janela de treliças,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,188.2,94.8,,,,,Madeira,Regular,Brasil > Minas Gerais (?),[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
94,95.0,Bacia de banho,Sem título,Não identificado,12 Objetos Pessoais > 12.3 Artigo de Toalete,31.3,94.4,,,94.4,,Folha-de-flandres | Madeira > Gameleira,Bom,Brasil > Minas Gerais,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
95,96.0,Bacia de banho,Sem título,Não identificado,12 Objetos Pessoais > 12.3 Artigo de Toalete,23.5,85.6,,,85.6,,Ferro | Madeira > Gameleira,Regular,Brasil > Minas Gerais,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
0,97.0,Lampião de rua,Sem título,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,108,42,,,,,Ferro | Folha-de-flandres | Vidro,Bom,Brasil > Minas Gerais,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
1,98.0,Lâmpada votiva,Sem título,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,64,,,,29.0,,Folha-de-flandres | Vidro,Bom,Brasil > Minas Gerais,[18-?],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
2,99.0,Lustre,Sem título,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,75,65,,,,,Bronze,Bom,Brasil > Minas Gerais,[entre 1851 e 1900],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
3,100.0,Lanterna de varanda,Sem título,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,60.3,,,,19.9,,Ferro | Latão | Vidro,Bom,Brasil > Minas Gerais (?),[entre 1801 e 1850],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
4,101.0,Lanterna de varanda,Sem título,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,54.5,,,,19.3,,Ferro | Latão | Vidro,Bom,Brasil > Minas Gerais (?),[entre 1801 e 1850],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
5,102.0,Lâmpada votiva,Sem título,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,55,39,,,,,Cobre | Ferro,Regular,Brasil > Minas Gerais (?),[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
6,103.0,"Luminária de fachada (""gambiarra"")",Armas do Império do Brasil,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,136.2,98.5,,,,,Latão,Bom,Brasil > Minas Gerais,[1876?],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
7,104.0,Lanterna portátil,Sem título,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,55,27,,,27.0,,Cobre | Vidro,Bom,Brasil > Minas Gerais,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
8,105.0,Lanterna portátil,Sem título,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,54,27.1,,,27.1,,Cobre | Vidro,Bom,Brasil > Minas Gerais,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
9,106.0,Candeeiro,Sem título,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,42.5,17.4,,,17.4,,Latão | Vidro,Ruim,Bélgica | Bélgica > Liége,1883,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
10,107.0,Cômoda,Sem título,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,108,158.1,,,,,Madeira > Cedro | Madeira > Jacarandá,Bom,Brasil > Minas Gerais,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
11,108.0,Lanterna de parede,Sem título,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,32.6,15.1,,,,,Folha-de-flandres | Tintas | Vidro,Bom,Brasil > Minas Gerais,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
12,109.0,Lanterna de parede,Sem título,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,32.7,14.4,,,,,Folha-de-flandres | Tintas | Vidro,Bom,Brasil > Minas Gerais,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
13,110.0,Lanterna portátil,Sem título,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,47.5,17.1,,,,,Folha-de-flandres | Vidro,Regular,Brasil > Minas Gerais,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
