,Número,Coleção,Título,Procedência,Data,Ano,Material/Técnica,Objeto,Dimensões,Descrição,Autor,ACERVO,URL,TAINACAN_COLECTION_ID
63,1541,Documentos Históricos,Exoneração de Cargo,Alice Proença Monjardim,31/07/1882,1882.0,Manuscrito,Carta,"23,4 x 18,3 cm",Cópia da carta enviada por Alpheo Adelpho Monjardim de Andrade e Almeida ao Ministro de Negócios do Império Pedro Leão Vellozo solicitando exoneração do cargo de Vice-presidente para candidatar-se ao lugar de deputado gera.,Almeida Mojardim | Alpheo Adelpho Monjardim de Andrade,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
64,1614,Documentos Históricos,Declaração de Vencimento Anual,Alice Proença Monjardim,20/04/1882,1882.0,Manuscrito | Papel,Portaria,"40,8 x 27,7 cm","Portaria do Presidente do Tribunal do Tesouro Nacional declarando o vencimento anual que percebe A.A.M.A.A., aposentando no cargo de Inspetor da Alfandega do Espírito Santo.",Matinho Alvares da Silva Campos,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
65,1698,Documentos Históricos,Matrícula,Alice Proença Monjardim,03/02/1882,1882.0,Manuscrito,Talão de Pagamentos,"22 x 19,8 cm","Primeira prestação de pagamento da matrícula de José, filho de Alpheo Adelpho Monjardim de Andrade e Almeida, no Ateneu Provincial",Ateneu Provincial,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
66,1557,Documentos Históricos,Política,Alice Proença Monjardim,28/11/1881,1881.0,Manuscrito,Carta,"20,9 x 13,4 cm",Carta do Sr. Horta de Araújo retomando a correpondencia com Alpheo Adelpho Monjardim de Andrade e Almeida e sugerindo procedimentos políticos para a próxima eleição para a Assembléia Legislativa Provincial.,Horta de Araújo,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
67,1582,Documentos Históricos,Política,Alice Proença Monjardim,24/11/1892,1892.0,Manuscrito,Carta,"22,3 x 18 cm",Carta ao Capitão Sarmento sobre definição de questões políticas e nomeação para postos da Guarda Nacional no ES.,Henrique de Souza Coutinho,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
68,1667,Documentos Históricos,Política,Alice Proença Monjardim,11/12/1890,1890.0,Manuscrito,Carta,"17,8 x 11,4 cm",Carta para Wetzel tratando de uma possível intervenção do exécito na politica estadual.,Mattoso,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
69,1545,Documentos Históricos,Centenário do Barão de Monjardim,Alice Proença Monjardim,30/05/1936,1936.0,Manuscrito,Ofício,32 x 22 cm,Ofício do Presidente da Câmara levando ao conhecimento do Sr. Americo Monjardim que a casa deliberou inserir na Ata um voto de admiração ao Barão de Monjardim pelo primeiro Centenário de seu Nascimento.,Câmara Municipal de Vitória,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
70,1656,Documentos Históricos,Promoção de cargo,Alice Proença Monjardim,12/09/1853,1853.0,Manuscrito | Papel,Carta Imperial,"26 x 40,2 cm","Carta Imperial promovendo o primeiro cadete Inácio João Monjardim de andrade e Almeida, filho do coronel Monjardim, ao posto de Alferes de Cavalaria integrando ao corpo da Guarnição Fixa de Goias. Assiando pelo Imperador Pedro II.",Secretaria do Império,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
71,1744,Documentos Históricos,Impostos sobre escravos,Alice Proença Monjardim,,,Manuscrito,Recibo,"31 x 21,6 cm","Documento emitido pela Câmara Municiapal referente ao pagamento de impostos sobre escravos e de uma residencia de Dona Anna Luiza da Penha Monjardim, Anna Rita Monjardim, Maria Carlota Monjardim, Leticia Monjardim e de Hugolina Adelaide Monjardim Araújo,",Câmara Municipal de Vitória,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
72,1602,Documentos Históricos,Solicitação de Certidões,Alice Proença Monjardim,21/01/1877,1877.0,Manuscrito,Requerimento,"32,2 x 22,2 cm","Requerimento do sr. Alpheo Adelpho Monjardim de Andrade e Almeida solicitando certidões de protestos e contra-protestos constantes na Ata dos trabalhos da Mesa Paroquial de Vitória. Relativo as eleições para vereadores, juízes de paz e eleitores. Certidõe",Almeida Mojardim | Alpheo Adelpho Monjardim de Andrade,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
73,1743,Documentos Históricos,Àrvore Genealógica,Alice Proença Monjardim,,,Manuscrito,Carta,"18,7 x 22,5 cm",Esboço de uma árvore genealógica contendo os nomes dos avós maternos do coronel José F. A. A. Monjardim escrito pelo próprio.,Almeida Monjardim | José Francisco de Andrade,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
74,1742,Documentos Históricos,Empréstimo de Dinheiro,Alice Proença Monjardim,,,Manuscrito,Bilhete,"20,6 x 13,3 cm","Bilhete escrito à lápis por Dalmácia Monjardim Rebello, filha do coronel Monjardim à ""Maninha"" referente a empréstimo de dinheiro.",Dalmácia Monjardim Rebello,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
75,1710,Documentos Históricos,Nomeação,Alice Proença Monjardim,01/02/1878,1878.0,Manuscrito | Papel,Carta Imperial,"38,2 x 24,9 cm",Carta Imperial nomeando Alpheo Adelpho Monjardim de Andrade e Almeida para o cargo de primeiro vice-presidente da Provincia do Estado do Espírito Santo. Assinado pelo Imperador Pedro II e por Carlos Leoncio de Carvalho.,Imperador Pedro II,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
76,1640,Documentos Históricos,Assuntos pessoais,Alice Proença Monjardim,16/06/1878,1878.0,Manuscrito,Carta,"21 x 13,6 cm","Carta endereçada a ""Uma boa e adorada amiga"" sobre assuntos pessoais. Assinada com a letra ""A"".","""A""",museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
77,1705,Documentos Históricos,Eleição no Senado,Alice Proença Monjardim,01/12/1878,1878.0,Manuscrito,Carta,"25 x 18,3 cm",Carta confidencial ao Barão de Monjardim sobre eleição senatorial no ES. Contém duas páginas.,João Luiz Cansanção de Sinimbú,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
78,1707,Documentos Históricos,Política,Alice Proença Monjardim,01/11/1878,1878.0,Manuscrito,Carta,"20,7 x 13,5 cm",Carta confidencial de Daniel Accioli de Azevedo ao Barão de Monjardim referente a questões políticas do Partido Liberal. Contém duas páginas.,Daniel Accioli de Azevedo,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
79,1633,Documentos Históricos,Política,Alice Proença Monjardim,17/11/1898,1898.0,Manuscrito,Carta,"25 x 18,5 cm","Carta confidencial de Cansanção de Sinimbú ao Barão de Monjardim, comunicando que continuará exigindo do Dr. Manoel da Silva Mafra, presidente da Provincia, absoluta neutralidade na organização da chapa eleitoral. Contém duas páginas.",João Luiz Cansanção de Sinimbú,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
80,1699,Documentos Históricos,Política,Alice Proença Monjardim,02/11/1878,1878.0,Manuscrito,Carta,"21,6 x 13,6 cm","Carta confidencial de Christiano Benedicto Ottoni ao Barão de Monjardim, referente à organização da chapa eleitoral do senado. Contém duas páginas.",Christiano B. Ottoni,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
81,1706,Documentos Históricos,Política,Alice Proença Monjardim,01/11/1898,1898.0,Manuscrito,Carta,"25 x 18,4 cm","Carta confidencial de Cansanção de Sinimbú ao Barão de Monjardim, em que fala de sua preferência pelo nome do Conselheiro Christiano B. Ottoni para ser escolhido senador na lista tríplice elaborada pelo Diretório do Partido Liberal na Provincia do ES, ond",João Luiz Cansanção de Sinimbú,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
82,1555,Documentos Históricos,Política,Alice Proença Monjardim,29/03/1878,1878.0,Manuscrito,Carta,"21,7 x 13,5 cm","Carta confidencial de Christiano Benedicto Ottoni ao Barão de Monjardim, referente à organização da chapa eleitoral do senado e relatando contatos com Cansanção de Sinimbú, com o Dr. Daniel Accioli e outros a este respeito. Com ""post scriptum a 31 de outu",Christiano B. Ottoni,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
83,1532,Documentos Históricos,Política,Alice Proença Monjardim,07/03/1917,1917.0,Manuscrito,Carta,"21,7 x 13,6 cm","Carta de Christiano Benedicto Ottoni ao Barão de Monjardim, em que solicita apoio ao segundo para sua inclusão na chapa eleitoral do senado pela provincia do ES, oferecendo em troca apoio a realização da estrada de ferro Espirito Santo - Minas Gerais. Con",Christiano B. Ottoni,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
84,1708,Documentos Históricos,Política,Alice Proença Monjardim,01/04/1898,1898.0,Manuscrito,Carta,"22,3 x 17,7 cm","Carta reservada e confidencial de Cansanção de Sinimbú ao Barão de Monjardim, em que sugere o nome do Conselheiro Christiano B. Ottoni para ser preencher a vaga no senado pela Provincia do ES, aberta com o falecimento do Conselheiro Jobim.",João Luiz Cansanção de Sinimbú,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
85,1579,Documentos Históricos,Política,Alice Proença Monjardim,25/08/1878,1878.0,Manuscrito,Carta,"27 x 20,9 cm","Carta confidencial de Manuel da Silva Mafra ao Barão de Monjardim, descrevendo sobre o apoio dos ministros Sinimbú e Vila Bella à candidatura do Dr. Accioli. Contém duas Páginas",Manuel da Silva Mafra,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
86,1542,Documentos Históricos,Política,Alice Proença Monjardim,31/07/1878,1878.0,Manuscrito,Carta,"25 x 18,4 cm","Carta de Cansanção de Sinimbú ao Barão de Monjardim, através do Dr. Daniel Accili de Azevedo, sobre as eleições de Deputado Geral. Contém duas folhas.",João Luiz Cansanção de Sinimbú,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
87,1560,Documentos Históricos,Política,Alice Proença Monjardim,28/07/1878,1878.0,Manuscrito,Carta,"25,1 x 18,5 cm","Carta confidencial do Barão de Vila Bella ao Barão de Monjardim, solicitando seu apoio para a candidatura do Dr. Daniel Accioli de Azevedo a uma cadeira na câmara dos Deputados. Contém duas Páginas",Barão de Vila Bella,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
88,1551,Documentos Históricos,Política,Alice Proença Monjardim,30/07/1878,1878.0,Manuscrito,Carta,"24,6 x 18,7 cm","Carta de J.L.C. Paranaguá ao Barão de Monjardim, solicitando seu apoio para a candidatura do Correligionário Dr. Daniel Accioli de Azevedo. Contém duas Páginas",J.L.C. Parnaguá,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
89,1687,Documentos Históricos,Política,Alice Proença Monjardim,05/12/1878,1878.0,Manuscrito,Carta,"22 x 17,4 cm","Carta de Cansanção de Sinimbú ao Barão de Monjardim, comentando a posição do Dr. Horta de Araújo ao nome de Christiano Benedicto Ottoni para figurar na lista senatorial e mandando instruções à respeito. Contém duas folhas.",João Luiz Cansanção de Sinimbú,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
90,1648,Documentos Históricos,Política,Alice Proença Monjardim,15/03/1879,1879.0,Manuscrito,Carta,"21,5 x 13,5 cm","Carta de Christiano Benedicto Ottoni ao Barão de Monjardim, relatando desavenças políticas com o Dr. Horta de Araújo e com Silveira Lobo no senado. Contém duas páginas.",Christiano B. Ottoni,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
91,1634,Documentos Históricos,Política,Alice Proença Monjardim,17/03/1879,1879.0,Manuscrito,Carta,"20,6 x 13,3 cm","Carta confidencial de Daniel Accioli de Azevedo ao Barão de Monjardim, realtando questões políticas tratadas no Senado do Império. No canto superior esquerdo monograma. Contém duas Páginas",Daniel Accioli de Azevedo,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
92,1569,Documentos Históricos,Compromissos Financeiros,Alice Proença Monjardim,26/05/1880,1880.0,Manuscrito,Carta,"27,5 x 21 cm","Carta comunicnado a impossibilidade, naquela data, de satisfazer os compromissos financeiros com o destinatário.",Leonel Caetano da Silva,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
93,1574,Documentos Históricos,Termo de Abertura,Vitória,25/03/1940,1940.0,Manuscrito,Carta,,"Termo de abertura da ""Arca"" do antigo Convento dos Jesuitas",Não identificado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
94,1741,Documentos Históricos,Sem Titulo,Vitória,,,Nanquim | Tecido,Croqui,,Croqui do norte do Espírito Santo com rios e seus afluentes. Não tem data ou autoria.,Não identificado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
95,1740,Documentos Históricos,Proclamação,Não identificado,,,,Carta,,Rascunho de uma proclamação dirigida ao povo do Espírito Santo em 25 de novembro de 1889. Não está terminada. E é escrita em máquina de escrever.,Não identificado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
0,1739,Documentos Históricos,Cunprimentos pelo Natalício,Alice Proença Monjardim,,,Manuscrito,Cartão de Visita,"5 x 8,5 cm","Cartão de visita de Maria Braselina de M. Tagarro, cumprimentando Anna Luiza Monjardim pelo seu natalício, com envelope. Envelope da correspondência apresentado o monograma da autora.",Maria Braselina de M. Tagarro,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
1,1632,Documentos Históricos,Nomeação para Alferes,Alice Proença Monjardim,17/02/1859,1859.0,Manuscrito,Carta Patente,"44,5 x 36,5 cm",Carta patente do Presidente do ES nomeando Alpheo Adelpho Monjardim de Andrade e Almeida para o posto de alferes da quinta Companhia do Primeiro Batalhão da Guarda Nacional do Centro.,Pedro Leão Vellozo (Presidência do Espírito Santo),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
2,1628,Documentos Históricos,Nomeação para Tenente,Alice Proença Monjardim,1859,1859.0,Manuscrito,Carta Patente,"51,5 x 39,5 cm","Carta patente do Presidente do ES nomeando o alferes Alpheo Adelpho Monjardim de Andrade e Almeida, para o posto de Tenente da segunda Companhia do Primeiro Batalhão da Guarda Nacional do Centro",Pedro Leão Vellozo (Presidência do Espírito Santo),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
3,1595,Documentos Históricos,Votos para Eleição,Alice Proença Monjardim,22/07/1864,1864.0,Impressão,Ata,"40,1 x 25,7 cm",Ata da sessão extraordinária qua apurou os votos para eleição dos deputados à Assembléia Legislativa do ES no biênio de 1864-1865.,Jornal da Vitória,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
