,Número de registro,Denominação,Título,Autor,Classificação,Resumo descritivo,Dimensões,Material/Técnica,Data de produção,Local de produção,Estado de conservação,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
61,2004.16.166,Fotografia,Tomás Terán,Não identificado,10 Comunicação > 10.1 Documento,Com a dedicatória “Para Hector e Lucilia Vila Lobos. Com mi mas grande afección y reconoscimiento y profunda admiración. Tomás Terán. Paris 23. sep. 927”.,,Fotografia em preto e branco; papel,23/09/1927,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
62,2003.16.130,Fotografia,"Arnaldo Guinle, com dedicatória “Ao amigo Villa-Lobos offerece Arnaldo Guinle. Paris, 7-10-27”",Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória “Ao amigo Villa-Lobos offerece Arnaldo Guinle. Paris, 7-10-27”.",,Fotografia em preto e branco; papel,07/10/1927,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
63,1991.16.004,Fotografia,Lucília Villa-Lobos,Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória no verso “A querida D. Noêmia, minha segunda mãe! Com mil abraços saudosos! Paris 18-10-928”.",,Fotografia em preto e branco; papel,18/10/1928,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
64,2002.16.101,Fotografia,Não identificado,Não identificado,10 Comunicação > 10.1 Documento,Com a dedicatória “à H. Villa-Lobos em affectueuse amitié. (assinatura ilegível). 2-3-29”.,,Fotografia em preto e branco; papel,02/03/1929,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
65,2002.16.011,Fotografia,Tomás Terán - reprodução de retrato a óleoCom a dedicatória “Para los queridos Lucilia e Hector. Tomás. Paris - mayo - 929”,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Maio de 1929,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
66,2002.16.099,Fotografia,Maestro J. Lamotte de Grignon,Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória “Al genial Hector Villa-Lobos com admiracion entusiastya y sincera simpatia. Barcelona. Oct. 1929”Obs: canto inferior direito, em baixo relevo: “J. Alonso”",,Fotografia em preto e branco; papel,Outubro de 1929,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
67,2001.16.010,Fotografia,"Villa-Lobos, Lucilia, Antonieta Rudge, Mª Souza Lima e outros",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,15/12/1930,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
68,2004.16.133,Fotografia,"Kylza, sobrinha de Lucilia",Não identificado,10 Comunicação > 10.1 Documento,"No verso, dedicatória “A minha inesquecível vovó singela offerta de Kylza. Rio, 25-12-930”.",,Fotografia em preto e branco; papel,25/12/1930,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
69,2003.16.153,Fotografia,"Alfredo Franklin de Mattos, maestro Tabarin, Villa-Lobos e Souza Lima , no ap. de Villa-Lobos (Hotel Palace) em São Paulo – rua Florêncio de Abreu",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Janeiro de 1931,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
70,2002.16.091,Fotografia,Reprodução fotográfica de caricatura de Villa-Lobos,Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória “Ao Armando Belardi, amigo e artísta. offerece o Villa-Lobos. São Paulo, 22-2-[31 ou 51]",,Fotografia em preto e branco; papel,22/02/1931,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
71,2002.16.009,Fotografia,Postal da Vivenda Monsenhor Joaquim Alves,Não identificado,10 Comunicação > 10.1 Documento,"No verso, informação manuscrita “Excursão Artística Villa-Lobos. Participaram Heitor Villa-Lobos, Lucília Villa-Lobos, Nair Nunes, Antonieta Rudge. Fonte: CHECHIM Filho, Antônio - Excursão Artística Villa-Lobos. Sem editora, sem ano”.",,Fotografia em preto e branco; papel,Março de 1931,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
72,1987.16.064,Fotografia,Cartaz de apresentação da Caravana de Arte Brasileira,Não identificado,10 Comunicação > 10.1 Documento,"Da dir. para esq.: Souza Lima, Lucília Villa-Lobos, Annita Gonçalves e Villa-Lobos.Obs: Trata-se de reprodução feita pelo “Laboratório Renato Velasco”.",,Fotografia em preto e branco; papel,13/03/1931,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
73,1982.16.262,Fotografia,Villa-Lobos regendo [concentração orfeônica],Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,24/03/1931,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
74,2002.16.151,Fotografia,"Noêmia Villa-Lobos à esquerda, sua filha [Carmen] à dir. e não identificados",Não identificado,10 Comunicação > 10.1 Documento,Com a dedicatória no verso “Meu Quirido Dous Filhos Santos sua mãy oferece recordação de Santos Praia gonsaga. 29 de março 1931” (sic).,,Fotografia em preto e branco; papel,29/03/1931,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
75,1977.16.017,Fotografia,"Exortação Villa-Lobos. Concentração Orfeônica com 10.000 vozes e bandas militares, no Campo de São Bento",Não identificado,10 Comunicação > 10.1 Documento,"Coleção de Livros de Recortes do Museu Villa-Lobos (Ver LR02.065.1.a.00, LR01.054.1.c.00, LR01.055.2.c.00, LR01.059.1.a.00, LR02.070.1.c.00, LR02.052.1.c.00, LR02.083.1.a.01, LR02.088.1.b.00)",,Fotografia em preto e branco; papel,24/05/1931,Brasil > Rio de Janeiro,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
76,2003.16.155,Fotografia,Souza Lima,Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória “Ao valoroso musicista Prof. Franklin Mattos, com admiração e sympatia do Souza Lima. Botucatu, agosto 31”.",,Fotografia em preto e branco; papel,Agosto de 1931,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
77,2004.16.054,Fotografia,"Maestro Franklin de Mattos e o Orfeão Normalista da escola Normal Oficial de Botucatu, que cantou para a Caravana Villa-Lobos",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Agosto de 1931,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
78,2004.16.055,Fotografia,Recepção à Caravana Villa-Lobos em frente ao Teatro Espéria,Não identificado,10 Comunicação > 10.1 Documento,"Ao centro (da esq.p/ dir.) maestros João de Souza Lima, Alfredo Franklin de Mattos, Heitor Villa-Lobos e o prefeito Leônidas Cardoso.",,Fotografia em preto e branco; papel,Agosto de 1931,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
79,2003.16.152,Fotografia,Villa-Lobos,Não identificado,10 Comunicação > 10.1 Documento," Com dedicatória “A Franklin de Mattos. Ao Triumphador nas fileiras da bôa vontade artística brasileira, offerta um sincero patrício, muito admirador, bastante reconhecido e amigo leal. Villa-Lobos. Botucatu, 17-8-931”.",,Fotografia em preto e branco; papel,17/08/1931,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
80,1977.16.006,Fotografia,Barroso Neto,Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória manuscrita na frente: “Para Villa-Lobos, Barroso Netto, Nov. 1931”. ",,Fotografia em preto e branco; papel,Novembro de 1931,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
81,1977.16.008,Fotografia,Villa-Lobos de perfil,Não identificado,10 Comunicação > 10.1 Documento,Com a dedicatória: “À Arminda. Rio /1/8/932,,Fotografia em preto e branco; papel,08/01/1932,Brasil > Rio de Janeiro,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
82,1977.16.013,Fotografia,"Festa organizada por Villa-Lobos, oferecida no Instituto de Música aos universitários que concluíram o curso (Correio da Manhã)",Não identificado,10 Comunicação > 10.1 Documento,"Da esq. para a direita: Villa-Lobos (3°), Gustavo Capanema (9°) e General Monteiro (11°).",,Fotografia em preto e branco; papel,17/01/1932,Brasil > Rio de Janeiro,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
83,1991.16.007,Fotografia,"Bertha (Lulucha), irmã mais velha de Villa-Lobos",Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória “Aos queridos irmãos [Belita e Dan...] Lembrança do meu carão. Cruzeiro, 1-7-932”",,Fotografia em preto e branco; papel,01/07/1932,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
84,1977.16.262,Fotografia,Villa-Lobos,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,01/08/1932,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
85,1977.16.241,Fotografia,Villa-Lobos preparando a colocação dos escolares para concentração orfeônica no Estádio do Fluminense,Não identificado,10 Comunicação > 10.1 Documento,Manuscrito na frente “Preparando a colocação dos escolares no “Fluminense Foot-Ball Club”. Concentração Orfeônica 24-10 -1932 - Rio” e no verso “24-10-1932 Fluminense F Club - Rio”Ver também: Livro de Recorte LR02.103.2.e.00 e LR02.109.1.d.00 e LR03.081.1.c.00,,Fotografia em preto e branco; papel,24/10/1932,Brasil > Rio de Janeiro,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
86,1982.16.022,Fotografia,Villa-Lobos no Estádio do Fluminense Futebol Clube na 1ª demonstração orfeônica no Rio de Janeiro,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,24/10/1932,Brasil > Rio de Janeiro,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
87,1977.16.018,Fotografia,Villa-Lobos,Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória no verso: “À Lalinha com admiração e amizade, off.ce . dezembro de 1932”",,Fotografia em preto e branco; papel,Dezembro de 1932,Argentina > Buenos Aires,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
88,2004.16.168,Fotografia,"Lucilia, sentada com buquet de flores, tendo ao lado D. Noêmia (mãe de Villa-Lobos) e [alunos e professores do Curso de Pedagogia da Música]",Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória “À D. Lucilia querida, com gratidão e amizade dos 2ºs sopranos graves. 26-5-33.”",,Fotografia em preto e branco; papel,26/05/1933,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
89,1977.16.263,Fotografia,"[Concentração orfeônica]. Villa-Lobos, Oscar Borgerth (com a mão sobre a boca) e não identificado no Estádio do Fluminense Futebol Clube",Não identificado,10 Comunicação > 10.1 Documento,Manuscrito no verso “Fluminense F Club no dia 22/11/1933”,,Fotografia em preto e branco; papel,22/11/1933,Brasil > Rio de Janeiro,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
90,1984.16.055,Fotografia,Villa-Lobos,Não identificado,10 Comunicação > 10.1 Documento,"com dedicatória: “À minha inteligente e boa auxiliar Arminda lembra o chefe ‘zangão'. Rio, 17/7/934”.",,Fotografia em preto e branco; papel,17/07/1934,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
91,2003.16.112,Fotografia,"Villa-Lobos, o compositor argentino Carlos López Buchardo entre outros não identificados",Não identificado,10 Comunicação > 10.1 Documento,"No verso, encontra-se datilografado “A la derecha, ofreciendo la demoostración, el compositor Carlos López Buchardo.” Nota de pesquisa: O compositor Carlos López Buchardo morreu em 1948, portanto a data, que está apagada no carimbo, é anterior a 48.",,Fotografia em preto e branco; papel,17/05/1935,Argentina > Buenos Aires,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
92,2003.16.113,Fotografia,Villa-Lobos com casaco em padronagem ‘espinha de peixe’ e gravata de bolinhas,Não identificado,10 Comunicação > 10.1 Documento,"A foto 1980-16A-008 tem manuscrito “A linda e pacata Pensão Mara”, encontra-se carimbado “Aesster-Berlin” e a informação “Alemanha, 1936” e VL está com este mesmo casaco.",,Fotografia em preto e branco; papel,17/05/1935,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
93,1977.16.020,Fotografia,Villa-Lobos tocando piano no Studio de Canto y Arte [Encénica] de Ernesto Dodds. Calle Maipu 994,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,19/05/1935,Argentina,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
94,1983.16.012,Fotografia,Villa-Lobos tocando piano no Studio de Canto y Arte de Ernesto Dodds. Rua Maipu 994,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,19/05/1935,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
95,2003.16.127,Fotografia,Villa-Lobos tocando piano,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,19/05/1935,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
0,2008.16.060,Fotografia,Villa-Lobos entre [Ernesto Dodds] e não identificada,Não identificado,10 Comunicação > 10.1 Documento,"Com a dedicatória “Agradecendo por el... altíssima...honor de haber formado com su presencia e colaboración... Al ilustríssimo Maestro Hector Villa-Lobos, um modesto artista argentino. Esnesto Dodds. B. Aires 19-6-35”.",,Fotografia em preto e branco; papel,19/05/1935,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
