,Número de registro,Denominação,Título,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
41,242,Escultura religiosa,Cabeça de Apóstolo,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Cabeça de figura de homem, de meia-idade, de bigode e barba, e cabelos marrons, curtos.","17,0"," 11,0 ","14,5",,,cera | cordão | costura | modelagem | tecido,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
42,241,Escultura religiosa,Cabeça de Apóstolo,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Cabeça de figura de homem, meia idade, de bigode comprido e barba abaixo do queixo, pintada; cabelos marrons, curtos.","18,5"," 9,0 ","15,0",,,cera | cordão | costura | modelagem | tecido,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
43,238,Ex-voto,Nossa Senhora,Não identificado,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Ex-voto retangular horizontal, com moldura suposta em vermelho. Pintura muito danificada, dando para perceber apenas a figura de Nossa Senhora e de um cavalo caído sobre uma pessoa. Inscrição completamente apagada.","27,5"," 40,0 ","2,0",,,madeira | pintura | recorte | têmpera,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
44,236,Crucifixo (fragmento),Base,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Base pentagonal, com quatro faces escalonadas em frisos meia-cana invertida. Face de trás lisa e plana, com dente para encaixe da cruz.","6,0"," 20,8 ","15,6",,,entalhe | madeira,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
45,235,Jarra,,Não identificado,05 Interiores > 05.1 Acessório de Interiores,"Jarra de bojo cônico, com a base circular, em frisos dourados. Bojo com estrelas douradas; duas alças curvas, em formato de ramo com folhas picotadas e botões de flores, dourados. Borda aberta, em frisos dourados e elementos geométricos, de recorte ondulado. Só uma metade possui a decoração em dourado.","25,5"," 17,0 ",,"8,5",,cerâmica dourada,França,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
46,234,Escultura religiosa,Rei Mago,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, de barba longa com a ponta bipartida, de joelhos, em posição frontal, sem a superior da cabeça. Mãos segurando uma naveta. Pernas dobradas, com os joelhos apoiados ao chão. Vestido de túnica verde, murça em pele de animal e capa vermelha.","11,0"," 7,5 ","8,0",,,cera | modelagem | policromia | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
47,233,Chapéu,,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Chapéu de duas pontas, em duas abas, em camurça preta, com revestimento de penas pretas nas bordas e um aplique com estrela e círculo verde em uma das abas.","13,0"," 30,0 ",,,,aplique | camurça | costura | fio metalizado | penas | tecido,Brasil > Minas Gerais,Século XX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
48,232,Escultura religiosa,Presépio,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Presépio em forma de uma camilha vermelha, com a cabeceira em entalhe de motivos fitomorfos formando arabescos com pássaros; com balaústres inferiores; peseira com entalhe de figuras de anjos e pássaros, com balaústres inferiores. Lado fechado com entalhe representando os três Reis Magos, Nossa Senhora, São José, o burro e o boi, um galo e a estrela de Belém; com vazados e entrelaçados inferiores. Colunas e pernas em entalhes de elementos torcidos, com nós ao centro. Estrado em cordão quadriculado.","20,0"," 31,0 ","16,5",,,cordão trançado | entalhe | madeira | policromia | tinta,Luso-Oriental,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
49,231,Ferro de passar,,Não identificado,05 Interiores > 05.3 Equipamento de serviços domésticos,"Base de ferro de passar, de formado triangular curvo, com as faces decoradas por frisos geométricos; com uma alça em um dos extremos e dois furos superiores para fixação da alça.","4,0"," 11,0 ",,,,bronze | fundição,Brasil,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
50,229,Escultura religiosa,Coração de Maria,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Coração vermelho, com duas pontas de setas apontadas inferiormente, e uma pequena chama dourada por cima. Base pentagonal, em frisos de acantos dourados, com a superfície vermelha. Inscrição IHS e cruz em dourado em uma face do coração.","12,5"," 10,5 ","9,2",,,douramento | entalhe | madeira | ouro | pintura | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
51,228,Crucifixo,,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Cruz com traves de seção semicilíndrica, em forma de tronco desgalhado, com nós salientes. Imagem de Cristo pregada por três cravos, em posição frontal, de cabeça pendida à esquerda. Braços em Y, mãos abertas; pernas dobradas, com o pé direito sobreposto ao esquerdo. Vestido de perizônio com laço despontado à esquerda.","42,0"," 20,0 ","1,5",,,entalhe | estanho | fundição | madeira | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
52,227,Crucifixo,,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Cruz com as traves retas, pintadas de preto; com base retangular, com as quinas anteriores arredondadas. Imagem de Cristo pregado por três cravos, em posição frontal, com a cabeça pendida à esquerda, de olhos fechados; com cabelos compridos, com uma ponta pela frente. Braços estendidos em Y ( o direito solto), com a mão de abençoar. Pernas dobradas, com o pé direito sobreposto ao esquerdo. Vestido de perizônio, com laço despontado pela esquerda.","42,0"," 24,0 ","10,5",,,entalhe | fundição | madeira | policromia metal | tinta,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
53,226,Crucifixo,,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Cruz com as traves retas, pintadas de verde; com ponteiras em forma de tulipa, em dourado e verde; raionado central circular, dourado; Título em forma de galhardete curvo, com a inscrição INRI pintada de preto. Imagem de Cristo pregado por três cravos, em posição frontal, com a cabeça pendida à esquerda, de olhos fechados; com cabelos compridos, em mechas curvas pelas laterais e uma ponta pela frente. Braços estendidos em Y (só o direito), com a mão de abençoar. Pernas dobradas (soltas), com o pé direito sobreposto ao esquerdo. Vestido de perizônio preso por cordão simples, com laço dourado despontado pela esquerda. Apresenta chagas entalhadas com estrias vermelhas imitando sangue em várias partes do corpo.","68,0"," 40,0 ","3,0",,,entalhe | fundição | madeira | policromia metal | recorte | tinta,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
54,224,Castiçal,,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Castiçal marrom, de base recortada em forma de um “M”, delimitado por cês e esses. Coluna reta, em cinco faces, com cês e virgulados ao meio. Arandela em forma de uma flor, aberta para os lados, com bocal de bojo trifacetado e boca arredondada. Possui um suporte retangular abaixo da base.","56,0"," 22,0 ","4,0",,,entalhe | madeira | pintura | tinta,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
55,223,Castiçal,,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Castiçal marrom, de base recortada em forma de um “M”, delimitado por cês e esses. Coluna reta, em cinco faces, com cês e virgulados ao meio. Arandela em forma de uma flor, aberta para os lados, com bocal de bojo trifacetado e boca arredondada. Possui um suporte retangular abaixo da base.","56,0"," 22,0 ","3,0",,,entalhe | madeira | pintura | tinta,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
56,222,Castiçal,,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Castiçal dourado, de base (só a metade dela) recortada em curvas, delimitada por cês e volutas, com virgulado ao meio. Coluna reta, delimitada por frisos, com cartela oval central, delimitada por dois cês, com enrolamento nas laterais. Bocal de recortes curvos, emoldurado, com dois jôtas e ovulado; com moldura meia-cana superior. Parte de trás pintada de vermelho.","56,0"," 16,5 ","18,0",,,douramento | entalhe | madeira | ouro | pintura | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
57,220,Armário,,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Armário retangular vertical, com o registro inferior mais largo, com duas portas inferiores em par de almofadas chanfradas; gaveta superior frisada, com dois puxadores simples, de formato retangular, providos de espelhos de recorte curvo. Registro superior com porta de duas folhas, cada uma com três pares de almofadas frisadas. Arremate superior em cimalha larga e emoldurada. Pés laterais recortados em “M”. Interior dividido em quatro compartimentos por três prateleiras.","267,0"," 64,0 ",,,,ferro | fundição | madeira | marcenaria | metal,Brasil > Minas Gerais,Século XVIII//XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
58,219,Alambique (fragmento),,Não identificado,06 Trabalho > 06.1 Equipamento Agrícola,"Bacia de alambique de formato cilíndrico, de boca mais estreita e ressaltada. Inferiormente, possui uma bica cilíndrica. Possui ainda quatro alças curvas na parte superior.","45,0"," 51,0 ",,"44,0",,entalhe | pedra sabão,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
59,217,[Mariquinha?],,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Móvel em forma de uma pequena estante, aberto na frente e por trás, com as laterais terminadas em pés, de recorte em semicírculo apontado. Tampo superior com orifício circular ao meio, onde se insere o pote; possuí ainda uma prateleira na parte central.","77,5"," 38,0 ",,,,madeira | marcenaria,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
60,216,Banco,,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Banco comprido, com assento de bordas arredondadas; saia reta, lisa, com recortes curvos nos cantos. Pés recortados em semi-círculo apontado.","47,5"," 44,0 ",,,,madeira | marcenaria,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
61,215,Mesa,,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Mesa comprida, com tampo retangular, de borda em moldura escalonada. Caixa com as almofadas altas separadas por consoles na parte traseira; frente com duas gavetas de almofadas altas, emolduradas, com par de puxadores torneados; friso saliente contorna toda a caixa inferiormente. Pernas em cavalete, com amarração em quatro traves retas.","76,0"," 84,0 ",,,,madeira | marcenaria,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
62,214,Espora (par),,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,"Espora formada por uma haste em “U”, marcada por frisos geométricos; em um de seus extremos se prende uma argola com fivela, e no outro, dois ganchos, um preso a uma alça de couro, e o outro para prender a alça de couro da fivela. Da haste sai um suporte de recortes curvos e vazados, em cujo meio ficam duas rodas circundadas por seqüência de orifícios; entre estas rodas, uma roda maior, de borda serrilhada, também circundada por seqüência de orifícios.","26,5"," 12,0 ",,"13,0",,batido | couro trançado | metal fundido,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
63,213,Almofariz,,Não identificado,06 Trabalho > 06.6 Equipamento de Mineração,"Almofariz de forma cônica, com dois frisos na parte inferior e superior; três frisos junto à borda; possui duas alças em forma de “esse”. Ao meio, um relevo com a data de “1819”.","22,7",,,"27,0",,bronze fundido,Brasil,1819 | Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
64,212,Pintura religiosa,Verônica,Não identificado,02 Artes Visuais/Cinematográfica > 02.6 Pintura,"Peça de recorte quadrado, com a parte inferior arredondada e a superior em recortes ondulados formando uma orelha em cada quina. Centro com pintura representando a face de um homem de cabelos compridos rodeado por coroa de espinhos, bigode e barba, em tons claros, com resquícios de vermelho nos lábios e na testa, imitando gotas de sangue. Fundo muito escurecido. Apresenta quatro orifícios, dois ao centro e um em cada orelha.","44,0"," 48,0 ",,,,metal | pintura | recorte | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
