,Número de registro,Denominação,Título,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - peso,Dimensões - largura,Dimensões - espessura,Material/Técnica,Local de produção,Data de produção,Condições de reprodução,Mídias relacionadas,ACERVO,URL,TAINACAN_COLECTION_ID
71,2016.154,Fotografia,S/título,Diego di Niglio,10 Comunicação > 10.1 Documento,,60,,40,,madeira | papel,,2004,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
72,2016.155,Fotografia,S/título,Diego di Niglio,10 Comunicação > 10.1 Documento,,40,,60,,madeira | papel,Moçambique,2007,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
73,2016.156,Fotografia,S/título,Diego di Niglio,10 Comunicação > 10.1 Documento,,50,,75,,midia digital,Moçambique,2007,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
74,2016.158,Fotografia,S/título,Diego di Niglio,10 Comunicação > 10.1 Documento,,40,,60,,madeira | papel,,2004,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
75,2016.157,Fotografia,S/título,Diego di Niglio,10 Comunicação > 10.1 Documento,,75,,50,,madeira | papel,,2004,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
76,2016.159,Fotografia,S/título,Diego di Niglio,10 Comunicação > 10.1 Documento,,90,,60,,madeira | papel,Senegal,2004,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
77,2016.160,Fotografia,S/título,Diego di Niglio,10 Comunicação > 10.1 Documento,,120,,80,,madeira | papel,Benin > Cotonou,2003,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
78,2016.161,Fotografia,S/título,Diego di Niglio,10 Comunicação > 10.1 Documento,,90,,60,,madeira | papel,,2002,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
79,2016.162,Fotografia,Pastores nômades,Diego di Niglio,10 Comunicação > 10.1 Documento,,74,,160,,madeira | papel,Chade,2004,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
80,2016.164,Fotografia,Pastores nômades,Diego di Niglio,10 Comunicação > 10.1 Documento,,75,,50,,madeira | papel,Chade,2004,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
81,2016.163,Fotografia,Pastores nômades,Diego di Niglio,10 Comunicação > 10.1 Documento,,75,,50,,madeira | papel,Chade,2004,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
82,2016.165,Fotografia,Pastores nômades,Diego di Niglio,10 Comunicação > 10.1 Documento,,75,,50,,madeira | papel,Chade,2004,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
83,2016.166,Fotografia,Pastores nômades,Diego di Niglio,10 Comunicação > 10.1 Documento,,50,,75,,madeira | papel,Chade,2004,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
84,2016.167,Figura humana (escultura),Figura Humana,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,21,,9,9,madeira policromada,Costa do Marfim | Gana,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
85,2016.168,Máscara (facial),Máscara (facial),Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,34,,"18,5",9,madeira policromada,Gana,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
86,2016.169,Banco,Banco de Madeira,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira policromada | metal | miçangas,Costa do Marfim | Gana,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
87,2016.170,Banco,Banco de Madeira,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,38,,55,"29,5",madeira policromada | metal | miçangas,Costa do Marfim | Gana,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
88,2016.171,Figura humana (escultura),Baga Fetish - Marionete Baga,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,"55,5",,11,13,madeira policromada,Guiné,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
89,2016.172,Máscara de ombro,D'mba Nimba,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,ferro | madeira,Guiné,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
90,2016.174,Tambor,Tambor,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,67,,28,,couro | fibras | madeira,Guiné,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
91,2016.173,Escultura animal,Escultura de pássaro,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,69,,21,23,madeira policromada,Guiné,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
92,2016.175,Escultura,D'mba Nimba,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira,Guiné,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
93,2016.176,Escultura,D'mba Nimba,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira,,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
94,2016.177,Suporte de escultura,Suporte de Elek,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,25,,12,12,madeira,Guiné,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
95,2016.179,Figura humana (escultura),Figura Humana,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,"106,5",,32,23,madeira,Guiné,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
0,2016.18,Escultura,D’mba Nimba – Figura Nimba Feminina de pé,Sem Autor,12 Objetos Pessoais > 12.5 Objeto de Adorno,,77,,16,"21,5",madeira,Guiné,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
1,2016.182,Máscara,D'mba Nimba,Sem Autor,12 Objetos Pessoais > 12.5 Objeto de Adorno,,61,,"18,5",27,madeira,Guiné,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
2,2016.181,Máscara,D'mba Nimba,Sem Autor,12 Objetos Pessoais > 12.5 Objeto de Adorno,,56,,"23,5",26,madeira,Guiné,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
3,2016.183,Escultura,Figura de Altar - Elek,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,"21,5",,19,91,madeira,Guiné,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
4,2016.184,Adorno (de topo de cabeça),Máscara (de topo de cabeça) de serpente - Bansonyi (ou a-Mantsho-ña-Tshol),Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira | metal,Guiné,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
5,2016.185,Escultura,D'mba Nimba,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,38,,12,"13,5",madeira,Guiné,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
6,2016.186,Escultura,D'mba Nimba,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira,Guiné,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
7,2016.186,Escultura,D'mba Nimba,Sem Autor,,,,,,,madeira,Guiné,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
8,2016.19,Escultura,Figura de Altar - Elek,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,55,,12,14,madeira,Guiné,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
9,2016.192,Figura animal (escultura),Estátua Grou Coroado (?),Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,82,,20,20,madeira policromada,Guiné,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
10,2016.193,Figura animal (escultura),Figura de Pássaro,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,91,,38,"35,5",madeira,Guiné,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
11,2016.195,Escultura,Figura de Poder - Nkisi nkondi,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,74,,26,28,,Gabão | República Democrática do Congo,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
12,2016.194,Máscara (de topo de cabeça),Máscara (de topo de cabeça) Banda,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira policromada,Guiné,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
13,2016.196,Escultura,Portadora de tigela de adivinhação - Mboko ou Kabila,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,80,,29,31,madeira,República Democrática do Congo,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
14,2016.197,Máscara (facial),Máscara (facial) Ntomo,Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,68,,"16,5",9,madeira,,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
15,2016.201,Figura humana (escultura),Figura Feminina de Maternidade,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,111,,25,22,madeira,Mali,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
16,2016.202,Figura humana (escultura),Figura Masculina,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,"101,5",,30,"25,5",madeira,Costa do Marfim,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
17,2016.204,Figura humana (escultura),Figura Feminina,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,101,,"28,5",24,madeira,Costa do Marfim,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
18,2016.203,Figura humana (escultura),Figura Feminina,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,,,madeira policromada,Costa do Marfim,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
19,2016.206,Figura humana (escultura),Figura Masculina,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,90,,26,26,madeira,Costa do Marfim,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
20,2016.207,Figura humana (escultura),Figura Masculina,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,,,madeira policromada,Costa do Marfim,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
21,2016.211,Figura humana (escultura),Figura Feminina,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,111,,25,24,madeira policromada,Costa do Marfim,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
22,2016.212,Figura humana (escultura),Figura Feminina Ancestral,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,60,,"22,3",18,madeira,Guiné | Libéria,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
23,2016.213,Figura humana (escultura),Figura Feminina Ancestral,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,74,,24,18,madeira,Guiné | Libéria,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
24,2016.214,Figura humana (escultura),Figura Feminina Ancestral,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,"80,3",,27,21,madeira,Guiné | Libéria,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
25,2016.216,Máscara (facial),Máscara (facial),Sem Autor,12 Objetos Pessoais > 12.5 Objeto de Adorno,,75,,"32,5",23,madeira,Burkina Faso,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
26,2016.217,Escultura,Figura de poder - Nksi nkondi,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,60,,22,15,madeira,Gabão | República Democrática do Congo,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
27,2016.221,Figura humana (escultura),Figura Feminina,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,"103,5",,30,"32,5",madeira,Costa do Marfim | Libéria,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
28,2016.222,Máscara (facial),Deangle Mask,Sem Autor,12 Objetos Pessoais > 12.5 Objeto de Adorno,,"52,5",,30,"12,5",madeira | tecido,Costa do Marfim | Libéria,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
29,2016.223,Máscara (facial),Máscara (facial),Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,69,,26,"15,5",conchas | fibra vegetal | madeira | tecido,Costa do Marfim | Libéria,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
30,2016.224,Colher Cerimonial,Colher Cerimonial Wakemia (ou Wunkirmian),Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira | metal,Costa do Marfim | Libéria,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
31,2016.227,Máscara (facial),Máscara (facial),Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,42,,20,13,madeira,Costa do Marfim,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
32,2016.229,Placa (relevo),Porta de Celeiro,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,,,madeira,Burkina Faso | Mali,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
33,2016.228,Colher Cerimonial,Colher Cerimonial Wakemia (ou Wunkirmian),Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,"8,5",,"10,5",59,madeira,Costa do Marfim | Libéria,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
34,2016.23,Placa (relevo),Porta de Celeiro,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,62,,49,3,madeira | metal,Burkina Faso | Mali,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
35,2016.231,Figura humana (escultura),Figura Feminina,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,,,,,madeira,Mali,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
36,2016.232,Figura humana (escultura),Figura Feminina de Fertilidade,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,"43,5",,14,"12,5",madeira,Mali,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
37,2016.235,Escultura,Guerreiro Dogon montado em cavalo,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,120,,31,48,madeira,Burkina Faso | Mali,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
38,2016.236,Cabeça,Ekoi Head - Cabeça Ekoi,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,,"20,7",,"11,1",12,argila,Benin | Nigeria,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
39,2016.237,Máscara (facial),Máscara (facial),Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira,Costa do Marfim,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
40,2016.24,Máscara (facial),Máscara (facial),Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,,,,,madeira policromada,Costa do Marfim,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
41,2016.242,Máscara (facial),Máscara (facial),Sem Autor,09 Objetos Cerimoniais > 09.3 Objeto de Culto,,"42,3",,22,"10,5",fibra animal | madeira | metal | penugem | tecido,Costa do Marfim,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
