,Resumo descritivo,Denominação,Número de registro,Classificação,Título,Local de produção,Data de produção,Material/Técnica,Estado de conservação,Dimensões - diâmetro,Dimensões - peso,ACERVO,URL,TAINACAN_COLECTION_ID
43,"Anverso: Ao centro, armas do Reino, coroadas, ladeadas pelas letras L e G, com três pontos em cima de cada uma destas letras. Legenda: + SEBASTIANVS : I : REX : PORTUGALLIAE ET. Reverso: Ao centro, a imagem de S. Vicente, segurando a caravela e a palma, ladeada por duas estrelas. Legenda: + ZELATORFIDEIV SQVEADMORTEM .",Moeda,41213,03 Objetos Pecuniários,São Vicente,Lisboa,1557-1578,Ouro,Bom,"30,7","7,56",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
44,"Anverso: Ao centro, armas do Reino, coroadas, ladeadas pelas letras P e O, com três pontos sobre o P. Legenda: + SEBASTIANVS : I : REX : PORTUGALIAEE. . Reverso: Ao centro, a imagem de S. Vicente, segurando a caravela e a palma, ladeada por duas estrelas. Legenda: + ZELATOR : FIDEIVS QVEADMORTEM .",Moeda,41214,03 Objetos Pecuniários,São Vicente,Porto,1557-1578,Ouro,Bom,"29,7","7,58",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
45,"Anverso: Ao centro, armas do Reino, coroadas. Legenda: + SEBASTIANVS. I. REX. POTGALLIAE : ET. Reverso: Ao centro, a imagem de S. Vicente, segurando a caravela e a palma. Legenda:. ZELATOR : FIDEI : VSQVE : ADMOR .",Moeda,41215,03 Objetos Pecuniários,Meio São Vicente,Lisboa,1557-1578,Ouro,Bom,"24,3","3,81",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
46,"Anverso: Ao centro, armas do Reino, coroadas, ladeadas pelas letras P e O. Legenda: [+] SEBASTIANVS : S : I : REX : [PO]RTVGALIA. Reverso: Ao centro, a cruz de Cristo. Legenda: * IN HOC * SIGNO * VINCES .",Moeda,41207,03 Objetos Pecuniários,500 reais,Porto,1557-1578,Ouro,Bom,"25,2","3,8",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
47,"Anverso: Ao centro, armas do Reino, coroadas. Legenda: + SEBASTIANVS : I : REX : PORTVG. Reverso: Ao centro, a cruz de Cristo. Legenda: * IN. HOC. SIGNO. VINCES .",Moeda,41208,03 Objetos Pecuniários,500 reais,Lisboa,1557-1578,Ouro,Bom,"24,2","3,78",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
48,"Anverso: Ao centro, armas do Reino, coroadas. Legenda: + SEBASTIANVS. I : REX : PORTVG. Reverso: Ao centro, a cruz de Cristo. Legenda: * IN. HOC. SIGNO. VINCES .",Moeda,41209,03 Objetos Pecuniários,500 reais,Lisboa,1557-1578,Ouro,Bom,"23,5","3,8",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
49,"Anverso: Ao centro, armas do Reino, coroadas. Legenda: + SEBASTIANVS :I I : REX : PORTVG. Reverso: Ao centro, a cruz de Cristo. Legenda: * IN. HOC. SIGNO. VINCE .",Moeda,41210,03 Objetos Pecuniários,500 reais,Lisboa,1557-1578,Ouro,Bom,24,"3,77",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
50,"Anverso: Ao centro, as armas do Reino, cortando a legenda. em volta, grosso círculo pontuado. Legenda: SEBASTIANVS. I. R. PORTVG. Reverso: A cruz de Cristo com um ponto no meio. Legenda: + IN HOC SIGNO VICES .",Moeda,41205,03 Objetos Pecuniários,500 reais engenhoso,Lisboa,1557-1578,Ouro,Bom,"22,4","3,79",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
51,"Anverso: Ao centro, as armas do Reino, cortando a legenda. Legenda: SEBASTIANVS. I. RPORTVG. Reverso: A cruz de Cristo com os braços interrompendo a legenda e cantonada pelos algarismos da data 1-5-6-6. Legenda: + IN HOC SIGNO VICES .",Moeda,41206,03 Objetos Pecuniários,500 reais engenhoso,Lisboa,1566,Ouro,Bom,"22,6","3,79",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
52,"Anverso: Ao centro, as armas do Reino. Legenda: + HENRICVS : I. D. G. REX. PORTV. Reverso : Cruz de Cristo com ponto no meio. Legenda: * IN : HOC : SIGNO : VINCES .",Moeda,41323,03 Objetos Pecuniários,500 reais,Lisboa,1578-1580,Ouro,Bom,25,"3,74",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
53,"Anverso: Ao centro, as armas do Reino. Legenda: + HENRRICVS : I. D : G : REX : PORTV. Reverso : Cruz de Cristo com ponto no meio. Legenda: * IN : HOC : SIGNO : VINCES .",Moeda,41322,03 Objetos Pecuniários,500 reais,Lisboa,1578-1580,Ouro,Bom,"25,2","3,75",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
54,"Anverso: Ao centro, as armas do Reino. Legenda: + GVBERNATORES : EDEFENSO : REG : D : PO Reverso : A Cruz da ordem de Cristo. Legenda: * IN : HOC : SIGNO : VINCES .",Moeda,41327,03 Objetos Pecuniários,500 reais,Lisboa,1580,Ouro,Bom,"25,5","3,81",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
55,"Anverso: Ao centro, as armas do Reino. ladeado, à esquerda, pela letra monetária A, e à direita, por um açor. Legenda: ANTO[N]IVS · I · D · G · R · P · ET · AL. Reverso : A cruz de Avis, com os braços intercalados pelos algarimos 1 -5-8-2, a data, iniciada no primeiro quadrante. sobre o algarismo 1, o carimbo do açor. Legenda: IN HOC SIGNO VINCES .",Moeda,41343,03 Objetos Pecuniários,1.000 reais,Açores,1582,Ouro,Bom,"27,5","3,78",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
56,"Anverso: Ao centro, as armas do Reino. ladeado, à esquerda, quatro IIII, entre pontos, e à direita a letra L, entre pontos. Legenda: PHILIPPVS. D. G. REX. PORT. Reverso : A cruz de S. Jorge (vasada), cantonada por cinco pontos em cruz. Legenda: + IN. H[OC SI]GNO VINCES",Moeda,182350,03 Objetos Pecuniários,Quatro cruzados,Lisboa,1580-1598,Ouro,Bom,31,"12,1",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
57,"Anverso: Ao centro, as armas do Reino, tendo, à esquerda as letras L B entre pontos, e à direita a letra I, entre pontos. Legenda: PHILIPPVS. D [. .. ] Reverso : A cruz de S. Jorge, com um ponto no meio, cantonada por pontos. sobre cada braço, três pontos. Legenda: * IN * HOC * S[IG]NO * [V]INCES",Moeda,182351,03 Objetos Pecuniários,Cruzado,Lisboa,1598-1621,Ouro,Bom,"23,6","3,03",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
58,"Anverso: Ao centro, as armas do Reino, entre flores de lis. Legenda: IOANNES IIII D G REX PORTVGALIE. Reverso : A cruz de S. Jorge (vasada), com um ponto no meio, cantonada pelos algarismos da data 1-6-4-2. Legenda: * IN. HOC * SIGNO * VIN. CEESS",Moeda,182352,03 Objetos Pecuniários,Quatro cruzados,(?),1642,Ouro,Bom,"31,9","12,09",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
59,"Anverso: Ao centro, as armas do Reino. Legenda: IOANNE[??] IIII D [G] REX PORTVGA[?]. Reverso : A cruz de S. Jorge (vasada), com um ponto no meio, cantonada pelos algarismos da data 1-6-4-6. Legenda: + IN HOC. SIGNO [. V]IN. CES",Moeda,182353,03 Objetos Pecuniários,Dois cruzados,(?),1646,Ouro,Bom,26,"5,95",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
60,"Anverso: Ao centro, as armas do Reino. Legenda: IOANNES IIII D [G] [RE]X POR[TUG]ALI. Reverso : A cruz de S. Jorge (vasada), com um ponto no meio, cantonada pelos algarismos da data 1-6-4-[2]. Três Carimbos coroados. Legenda: I[N] HOC SI[G]NO VINCEX(?) .",Moeda,182354,03 Objetos Pecuniários,Quatro cruzados,(?),1661,Ouro,Bom,"33,1","11,94",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
61,"Anverso: Ao centro, as armas do Reino, entre 1674, à esquerda e 4. 400 à direita. Legenda: + PE[T]RVS. D. G. R. PORTVGALLIA ET. Reverso : Ao centro cruz de Cristo envolta em quatro arcos ligados por pontos. Legenda: + IN. HOC. SIGNO. VVINN. CES",Moeda,182355,03 Objetos Pecuniários,4.400 réis,(?),1674,Ouro,Bom,"32,3","11,9",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
62,"Anverso: Ao centro, as armas do Reino, ladeado à direita por IIII cercado de pontos. Legenda: + PHILIPPVS. D. G. REX. PORTVGAL. Reverso: Ao centro cruz de S. Jorge (vasada) cantonada por cinco pontos em cruz. Com dois carimbos. Legenda: + IN. HOC + SIGNO + VINCES",Moeda,182356,03 Objetos Pecuniários,4 cruzados de Filipe II contram. 4.400,(?),Sem data,Ouro,Bom,"34,5","11,89",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
63,"Anverso: Ao centro, as armas do Reino, entre, 1666, à esquerda, e 2000 a direita. Legenda: + ALPHON [. .. ] PORTVG. Reverso: Ao centro cruz de Cristo, cantonada por aneletes. Com um carimbo. Legenda: + INHOC. SIGNO. VINCES",Moeda,182357,03 Objetos Pecuniários,Meia moeda,(?),1666,Ouro,Bom,"26,2","5,59",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
64,"Anverso: Ao centro, as armas do Reino, cortando a legenda, entre 4. 000 à esquerda e quatro florões à direita. Legenda: PETRVS. D. G. P. PORTVGALIAE. Reverso: Ao centro cruz de Cristo cantonada por florões. Legenda:. INHOC. SIGNO. VINCES. 1677",Moeda,182358,03 Objetos Pecuniários,Moeda,Lisboa,1677,Ouro,Bom,"29,4","10,53",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
65,"Anverso: Ao centro, as armas do Reino, cortando a legenda, entre 4. 000 à esquerda e quatro florões à direita. Legenda: PETRVS. D. G. P. PORTVGALIAE. Reverso: Ao centro cruz de Cristo cantonada por florões. Legenda:. INHOC. SIGNO. VINCES. 1680",Moeda,182359,03 Objetos Pecuniários,Moeda,Lisboa,1680,Ouro,Bom,"29,1","10,66",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
66,"Anverso: Ao centro, as armas do Reino, cortando a legenda, entre 4. 000 à esquerda e quatro florões à direita. Legenda: PETRVS. D. G. P. PORTVGALIAE. Reverso: Ao centro cruz de Cristo cantonada por florões. Legenda:. INHOC. SIGNO. VINCES. 1681",Moeda,182360,03 Objetos Pecuniários,Moeda,Lisboa,1681,Ouro,Bom,"28,8","10,48",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
67,"Anverso: Ao centro, as armas do Reino, cortando a legenda, entre 2. 000 à esquerda, três florões e dois pontos à direita. Legenda: PETRVS. D. G. P. PORTVGALI. Reverso: Ao centro cruz de Cristo cantonada por florões. Legenda:. INHOC. SIGNO. VINCES. 1678",Moeda,182361,03 Objetos Pecuniários,Meia moeda,Lisboa,1678,Ouro,Bom,"23,9","5,25",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
68,"Anverso: Ao centro, as armas do Reino, cortando a legenda, entre 2. 000 à esquerda, três florões e dois pontos à direita. Legenda: PETRVS. D. G. P. PORTVGALI. Reverso: Ao centro cruz de Cristo cantonada por florões. Legenda:. INHOC. SIGNO. VINCES. 1681",Moeda,182362,03 Objetos Pecuniários,Meia moeda,Lisboa,1681,Ouro,Bom,"23,8","5,19",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
69,"Anverso: Ao centro, as armas do Reino, cortando a legenda, entre 1. 000 à esquerda, três florões à direita. Legenda: PETRVS. D. G. P. PORTVG. Reverso: Ao centro cruz de Cristo cantonada por florões. Legenda:. INHOC. SIGNO. VINCES. 1678",Moeda,182363,03 Objetos Pecuniários,Quartinho,Lisboa,1678,Ouro,Bom,"17,1","2,14",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
70,"Anverso: Ao centro, as armas do Reino, cortando a legenda, entre 1. 000 à esquerda, quatro florões à direita. Legenda: PETRVS. D. G. P. PORTVGAL. Reverso: Ao centro cruz de Cristo cantonada por florões. Legenda:. INHOC. SIGNO. VINCES. 1681 .",Moeda,182364,03 Objetos Pecuniários,Quartinho,Lisboa,1681,Ouro,Bom,"18,5","2,57",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
71,"Anverso: Ao centro, as armas do Reino. Legenda: + ALPHONSVS. VI. D[?]. PORTV. Reverso: Ao centro cruz de S. Jorge (vasado), com ponto no meio, cantonada pelos algarismo da data 1-6-6-1. Com um carimbo. Legenda: + INHOC. SIGNO. VINCES",Moeda,182365,03 Objetos Pecuniários,4 cruzados,(?),1662 e 1668,Ouro,Bom,"31,5","11,95",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
72,"Anverso: Ao centro, as armas do Reino. Legenda: sem legenda. Reverso: Ao centro cruz de S. Jorge (vasada), com ponto no meio, cantonada pelos algarismo da data 1-6-6-[2]. Com três carimbos. Legenda: sem legenda .",Moeda,182366,03 Objetos Pecuniários,Dois cruzados - D. João IV - carimbo 2200 réis,(?),[1642],Ouro,Bom,21,"3,75",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
73,"Anverso: Ao centro, as armas do Reino. À esquerda 1666. Legenda: + ALPHO [?]. Reverso: Ao centro cruz de Cristo. no quadrante da cruz superior esquerdo, um anelete. Com dois carimbos. Sem legenda .",Moeda,182367,03 Objetos Pecuniários,1.000 réis de Afonso VI Carimbo de 1.100,(?),Sem data,Ouro,Bom,"20,7","2,94",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
74,"Anverso: Ao centro, armas do Reino, entre 16[69] à esquerda, e 4400 à direita. Legenda: [ + PETRVS. D. G. P. ] PORTVGALI [AE. ET. AL. ] Reverso: Ao centro, a cruz de Cristo, envolta em quatro arcos ligados por pontos com um carimbo. Legenda: [+ IN. HOC. SIGNO. VIN. CES ] .",Moeda,182368,03 Objetos Pecuniários,4.400 réis,(?),Sem data,Ouro,Bom,"27,9","8,58",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
75,"Anverso: Ao centro, armas do Reino, entre 1674 à esquerda, e 2200 à direita. Legenda: [. .. ] RV [. .. ]. Reverso: Ao centro, a cruz de Cristo, envolta em quatro arcos ligados por pontos com um carimbo. Sem legenda .",Moeda,182369,03 Objetos Pecuniários,2.200 réis,Rio de Janeiro,1674,Ouro,Bom,"20,8","3,05",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
76,"Anverso: Ao centro, armas do Reino, entre 1671] à esquerda, e 1100 à direita. Legenda: PET[ [. .. ] GALI [. .. ] Reverso: Ao centro, a cruz de Cristo, envolta em quatro arcos ligados por pontos com um carimbo. Legenda: [+ IN. HOC. SIGNO. VIN. CES ] .",Moeda,182370,03 Objetos Pecuniários,1.100 réis,(?),1671,Ouro,Bom,"19,7","2,55",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
77,"Anverso: Ao centro, as armas do Reino, cortando a legenda, entre 4. 000 à esquerda, quatro florões à direita. Legenda: PETRVS. II. D. G. PORT. ET. ALG. REX. Reverso: Ao centro cruz de Cristo cantonada por florões. Legenda: * IN * HOC * SIGNO * VINCES *. 1689. .",Moeda,182371,03 Objetos Pecuniários,Moeda,Lisboa,1689,Ouro,Bom,"28,7","10,64",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
78,"Anverso: Ao centro, as armas do Reino, cortando a legenda, entre 4. 000 à esquerda, quatro florões à direita. Legenda: PETRVS. II. D. G. PORT. ET. ALG. REX. Reverso: Ao centro cruz de Cristo cantonada por florões. Legenda: * IN * HOC * SIGNO * VINCES *. 1689. .",Moeda,182372,03 Objetos Pecuniários,Moeda,Lisboa,1689,Ouro,Bom,29,"10,56",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
79,"Anverso: Ao centro, as armas do Reino, cortando a legenda, entre 4. 000 à esquerda, quatro florões à direita. Legenda: PETRVS. II. D. G. PORT. ET. ALG. REX. Reverso: Ao centro cruz de Cristo cantonada por florões. Legenda: * IN * HOC * SIGNO * VINCES *. 1690. .",Moeda,182373,03 Objetos Pecuniários,Moeda,Lisboa,1690,Ouro,Bom,"29,4","9,82",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
80,"Anverso: Ao centro, as armas do Reino, cortando a legenda, entre 4. 000 à esquerda, quatro florões à direita. Legenda: PETRVS. II. D. G. PORT. ET. ALG. REX. Reverso: Ao centro cruz de Cristo cantonada por florões. Legenda: * IN * HOC * SIGNO * VINCES *. 1690. .",Moeda,182374,03 Objetos Pecuniários,Moeda,Lisboa,1690,Ouro,Bom,"28,9","10,66",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
81,"Anverso: Ao centro, as armas do Reino, cortando a legenda, entre 4. 000 à esquerda, quatro florões à direita. Legenda: PETRVS. II. D. G. PORT. ET. AL. G. REX. Reverso: Ao centro cruz de Cristo cantonada por florões. Legenda: * IN * HOC * SIGNO * VINCES *. 1704. .",Moeda,182375,03 Objetos Pecuniários,Moeda,Lisboa,1704,Ouro,Bom,"29,1","10,48",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
82,"Anverso: Ao centro, as armas do Reino, cortando a legenda, entre 4. 000 à esquerda, quatro florões à direita. Legenda: PETRVS. II. D. G. PORT. ET. AL. G. REX. Reverso: Ao centro cruz de Cristo cantonada por florões. Legenda: * IN * HOC * SIGNO * VINCES *. 1705 .",Moeda,182376,03 Objetos Pecuniários,Moeda,Lisboa,1705,Ouro,Bom,"29,1","10,7",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
